Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57,Neuron 58,Neuron 59,Neuron 60,Neuron 61,Neuron 62,Neuron 63,Neuron 64,Neuron 65,Neuron 66,Neuron 67,Neuron 68
56.164,-2.145,-4.6346,1,0.1078,0.045194,-0.10535,-0.016368,-0.10002,0.018351,0.034124,0.28787,-0.039813,0.024013,0.072888,0.06437,-0.0048567,-0.081331,-0.0015534,-0.0090508,-0.015544,0.0050215,0.017174,0.082994,0.059389,0.085447,-0.0097556,-0.053248,-0.095922,-0.016658,0.01078,-0.042193,0.017822,0.033547,0.12156,0.059512,0.0874,0.13769,-0.13123,-0.12036,0.19371,0.19721,0.25481,0.68518,0.1147,0.040494,0.0047541,0.054433,0.030285,0.083262,0.16348,0.12108,0.086484,0.11817,0.1474,0.17354,0.20812,0.14727,0.076223,0.12014,0.20712,1.0634,0.25609,0.056191,0.076854,0.18357,0.1231,0.027513,0.062913,0.091455,0.049507,0.18841
56.33,-2.1529,-4.6415,1,0.099599,0.061584,-0.069224,0.0090811,-0.01849,-0.0015669,0.084482,0.26021,-0.033301,0.030766,0.033296,0.063125,0.0043326,-0.040947,0.0081054,-0.0036734,-0.0011855,0.018152,0.035607,0.061143,0.075476,0.064235,-0.044081,-0.034899,-0.10552,-0.013947,0.012366,-0.034229,0.0027375,0.087462,0.098445,0.059831,0.013726,0.16334,-0.021881,-0.10776,0.1616,0.25802,0.2912,0.56876,0.14284,0.061521,-0.003702,0.052993,0.052854,0.077286,0.19935,0.15378,0.1003,0.11809,0.17378,0.19512,0.24591,0.14562,0.078918,0.1499,0.25294,1.1985,0.22319,0.04074,0.090619,0.23504,0.15067,0.048047,0.062352,0.11196,0.063499,0.25062
56.5,-2.1764,-4.6656,1,0.11861,0.066719,-0.019644,0.034531,0.064243,-0.021485,0.13544,0.22167,-0.022065,0.024293,-0.0017928,0.058582,0.02533,0.0012277,0.021099,0.0027501,0.021565,0.052836,0.061464,0.03572,0.091562,0.048758,-0.034802,-0.015705,-0.090446,-0.020046,0.030655,-0.022337,-0.010406,0.13754,0.092628,0.052679,0.0052891,0.18898,0.11731,-0.086832,0.1447,0.32759,0.31345,0.45234,0.18833,0.089824,0.010662,0.051553,0.081395,0.084371,0.22553,0.19095,0.11431,0.1087,0.20566,0.19833,0.28881,0.14034,0.093504,0.18164,0.29828,1.3116,0.19029,0.060783,0.10261,0.28769,0.16705,0.073538,0.062266,0.1228,0.095117,0.31284
56.665,-2.1849,-4.6753,1,0.12192,0.078114,0.021882,0.067945,0.094057,-0.015809,0.17662,0.17109,-0.016185,0.019179,0.0037901,0.046576,0.046327,0.034483,0.030281,0.010839,0.022428,0.088053,0.087321,0.013869,0.10518,0.053663,-0.0048567,0.004221,-0.045047,-0.021424,0.038638,-0.021725,-0.016392,0.18438,0.086811,0.045364,0.0062624,0.1973,0.23854,-0.061655,0.1278,0.39543,0.30964,0.33389,0.21417,0.11702,0.033391,0.059887,0.11472,0.093393,0.25023,0.20976,0.13051,0.11903,0.22007,0.19935,0.32949,0.13646,0.10985,0.20264,0.31963,1.2961,0.15754,0.075724,0.10718,0.33999,0.17369,0.1036,0.061878,0.12271,0.11607,0.32934
56.831,-2.1991,-4.6942,1,0.12524,0.089193,0.076461,0.094307,0.12307,-0.010133,0.2178,0.13634,-0.0091459,0.0078354,0.014119,0.049335,0.060529,0.070386,0.053623,0.018929,0.038484,0.11006,0.10881,0.010712,0.11514,0.071028,0.02606,0.03444,0.00035076,0.0050221,0.04662,-0.017819,-0.021659,0.22799,0.086125,0.038049,0.0051738,0.16701,0.30463,-0.036478,0.14821,0.31837,0.29833,0.15461,0.2461,0.14281,0.056892,0.079794,0.14723,0.10073,0.2735,0.2178,0.1466,0.15077,0.22975,0.18676,0.34717,0.13163,0.12128,0.21486,0.31698,1.2644,0.14028,0.089775,0.11365,0.37905,0.16582,0.13511,0.063069,0.11512,0.13352,0.31193
57.001,-2.2151,-4.7145,1,0.1211,0.10513,0.11475,0.11401,0.14101,-0.00025365,0.24816,0.10282,-0.018472,0.010246,0.026236,0.061259,0.070837,0.076692,0.069038,0.016883,0.066767,0.12318,0.11432,0.011005,0.11949,0.10567,0.063221,0.062177,0.02796,0.036706,0.052656,-0.014197,-0.029412,0.26938,0.10436,0.038239,0.025287,0.13829,0.33961,-0.017994,0.14995,0.26606,0.27574,-0.024673,0.29152,0.22672,0.099479,0.10475,0.15755,0.094588,0.279,0.21656,0.15188,0.17402,0.22927,0.18137,0.36235,0.1344,0.13447,0.22708,0.31292,1.1855,0.1363,0.090343,0.11822,0.40379,0.15399,0.14507,0.082185,0.11958,0.14492,0.27373
57.166,-2.2272,-4.7262,1,0.1328,0.12553,0.12425,0.12329,0.13797,0.012036,0.24016,0.084295,-0.027375,0.013892,0.059982,0.085235,0.084834,0.092473,0.080419,0.025658,0.10152,0.13504,0.11983,0.01262,0.13754,0.14031,0.10001,0.072471,0.058941,0.068389,0.059628,-0.0069746,-0.029029,0.26873,0.13917,0.036199,0.032494,0.097991,0.36697,-0.0066931,0.19154,0.31209,0.23856,0.21023,0.34066,0.30466,0.13104,0.13505,0.17009,0.10304,0.27649,0.21808,0.16198,0.20296,0.22994,0.18253,0.37227,0.13984,0.13504,0.24395,0.30858,1.1158,0.13232,0.092896,0.12107,0.41122,0.18597,0.15135,0.11107,0.12404,0.1543,0.23673
57.331,-2.2444,-4.7538,1,0.11728,0.14592,0.103,0.12403,0.13374,0.024326,0.2136,0.046756,-0.028774,0.02953,0.062784,0.10545,0.088475,0.099703,0.080486,0.016954,0.11992,0.14567,0.11301,0.0015074,0.15559,0.16418,0.13153,0.088514,0.10302,0.10877,0.073257,0.0063402,-0.025277,0.26807,0.15668,0.040492,0.046715,0.057692,0.3645,0.0082799,0.16685,0.36737,0.2011,0.44512,0.32421,0.33688,0.13804,0.14488,0.17791,0.10791,0.26505,0.20967,0.17208,0.24119,0.22508,0.18369,0.37864,0.14285,0.13252,0.24041,0.29366,1.0763,0.16121,0.10484,0.12296,0.37556,0.17462,0.15328,0.12902,0.13342,0.14868,0.19829
57.497,-2.2722,-4.7807,1,0.10931,0.15754,0.08888,0.084146,0.1307,0.024917,0.17365,0.057037,-0.027999,0.031423,0.064931,0.11719,0.062938,0.101,0.074466,0.024684,0.12872,0.11043,0.10046,-0.0096049,0.1533,0.13433,0.1107,0.1054,0.14358,0.16613,0.086916,0.027516,-0.01142,0.25869,0.12827,0.047158,0.038618,0.034706,0.29042,0.023253,0.13048,0.48642,0.18383,0.48444,0.29882,0.30878,0.13463,0.14277,0.16787,0.11662,0.24522,0.18924,0.14982,0.24382,0.19947,0.18092,0.37575,0.14446,0.12823,0.23514,0.3045,1.0459,0.22731,0.12189,0.12604,0.30608,0.15119,0.13766,0.12887,0.14174,0.14116,0.13602
57.662,-2.2859,-4.8008,1,0.087904,0.15093,0.061702,0.042726,0.10579,0.018081,0.13369,0.073815,-0.028381,0.030764,0.060119,0.099819,0.036082,0.086068,0.062213,0.01598,0.11806,0.075199,0.07545,-0.0039794,0.15011,0.10062,0.088899,0.097641,0.19039,0.17483,0.095339,0.037538,-0.00045839,0.19388,0.082812,0.053824,0.053,0.038131,0.24005,0.026621,0.078718,0.55723,0.16656,0.53351,0.25638,0.27065,0.12828,0.12548,0.15866,0.11841,0.21666,0.1631,0.12766,0.21925,0.17179,0.17335,0.36745,0.14412,0.12757,0.23027,0.31642,1.0298,0.25899,0.13636,0.12533,0.21521,0.12732,0.1206,0.12225,0.1479,0.13355,0.10455
57.832,-2.2805,-4.7995,1,0.068314,0.15283,0.043464,0.014714,0.086168,0.0075784,0.10083,0.097165,-0.018034,0.014027,0.052323,0.079999,0.011863,0.068271,0.04996,0.020439,0.099375,0.03773,0.050443,0.00022835,0.14692,0.058661,0.060661,0.083219,0.23095,0.17813,0.10145,0.033477,-0.0036414,0.12171,0.037354,0.064188,0.053162,0.1124,0.17955,0.0079713,0.066796,0.60329,0.16029,0.58258,0.21254,0.17308,0.099703,0.1207,0.14944,0.11895,0.19934,0.14503,0.11143,0.18932,0.14618,0.17058,0.35405,0.14628,0.12513,0.22541,0.30581,1.0672,0.2948,0.15083,0.12038,0.15657,0.10512,0.10332,0.10437,0.13729,0.12386,0.074514
57.997,-2.281,-4.8016,1,0.058771,0.14549,0.013157,-0.00077785,0.068983,-0.0053346,0.075646,0.059154,-0.0071004,-0.0039453,0.022896,0.051892,-0.019508,0.037341,0.037196,0.0074201,0.074218,0.040125,0.047801,0.00052845,0.13004,0.023356,0.02407,0.067665,0.21685,0.16333,0.098289,0.023531,-0.017317,0.04544,-0.015694,0.069682,0.069037,0.13881,0.15611,-0.010884,0.01503,0.61709,0.15772,0.36311,0.19548,0.088759,0.102,0.11722,0.13569,0.10488,0.2157,0.1327,0.10262,0.17439,0.13629,0.17001,0.34851,0.14055,0.12519,0.21531,0.25126,1.1045,0.27597,0.16331,0.11311,0.11523,0.069781,0.082611,0.076731,0.12798,0.11024,0.044427
58.163,-2.2975,-4.8151,1,0.073663,0.13814,0.033016,0.001037,0.051798,-0.010299,0.069097,0.040153,0.0032065,-0.012388,0.02184,0.020249,-0.030715,0.02645,0.048944,0.012065,0.065928,0.056364,0.060978,0.013555,0.11998,0.024114,0.013978,0.054051,0.1736,0.1341,0.076765,0.003562,-0.031461,-0.013651,-0.043904,0.069904,0.072006,0.22466,0.074395,-0.035946,0.072342,0.61392,0.13376,0.14364,0.24069,0.13491,0.12595,0.14484,0.13979,0.10197,0.24028,0.13178,0.10098,0.15945,0.13209,0.1771,0.33795,0.14516,0.13478,0.2154,0.19631,0.93817,0.22428,0.16991,0.10292,0.080224,0.078509,0.066244,0.069312,0.1609,0.098208,0.020593
58.334,-2.3176,-4.8339,1,0.094702,0.13276,0.048586,0.038767,0.033828,0.0071599,0.088393,-0.011229,0.021739,-0.0069602,0.020804,0.015781,-0.0057156,0.046978,0.072814,0.003612,0.065064,0.11793,0.069882,0.022172,0.13125,0.0762,0.049113,0.04206,0.11829,0.083157,0.058632,0.021118,-0.04039,-0.056921,-0.020685,0.060767,0.077362,0.25953,0.12255,0.043388,0.13158,0.56938,0.10121,0.16019,0.32256,0.25408,0.1651,0.17662,0.16717,0.10327,0.27396,0.15243,0.13063,0.18813,0.15088,0.18585,0.32865,0.15429,0.14644,0.21335,0.16954,0.77104,0.13408,0.16594,0.083534,0.076209,0.099766,0.078468,0.091121,0.19622,0.090065,0.072097
58.499,-2.3305,-4.8464,1,0.13794,0.15477,0.064157,0.076475,0.036524,0.033733,0.10824,-0.033622,0.035572,-0.0026029,0.028389,0.025987,0.029336,0.086268,0.096684,0.024888,0.065435,0.17908,0.075114,0.032484,0.15223,0.12912,0.092767,0.05441,0.060312,0.076814,0.045735,0.052854,-0.02806,0.026229,0.039357,0.041911,0.067942,0.34728,0.088603,0.13433,0.19106,0.55241,0.073843,0.36326,0.40442,0.40122,0.20643,0.2064,0.19456,0.10679,0.32234,0.17308,0.16042,0.2226,0.17175,0.20797,0.32771,0.16694,0.15748,0.22353,0.16893,0.5823,0.082326,0.1612,0.066042,0.072194,0.12102,0.090692,0.11782,0.23069,0.091557,0.13902
58.665,-2.3451,-4.8617,1,0.15954,0.16618,0.067553,0.10078,0.036887,0.060244,0.12443,0.013454,0.039098,-0.0051686,0.040074,0.040547,0.056527,0.12843,0.1191,0.028225,0.072803,0.22616,0.074823,0.024166,0.17322,0.17219,0.13424,0.075837,0.017694,0.07586,0.037111,0.092353,-0.001587,0.11673,0.078689,0.019357,0.056249,0.33262,0.13528,0.17639,0.22364,0.4978,0.053212,0.48681,0.44577,0.54692,0.24295,0.21881,0.21185,0.11096,0.34487,0.19548,0.18419,0.25127,0.19268,0.21786,0.33101,0.17498,0.16851,0.22985,0.21881,0.39356,0.044109,0.15647,0.058358,0.051151,0.11637,0.096904,0.13969,0.26225,0.09513,0.19364
58.83,-2.3548,-4.8759,1,0.1711,0.18296,0.07204,0.096482,0.030958,0.085519,0.13699,0.13311,0.041615,-0.019779,0.054953,0.064214,0.087514,0.13954,0.12317,0.030878,0.080171,0.203,0.04002,0.038385,0.18418,0.1912,0.14841,0.09598,0.047048,0.093014,0.04431,0.12151,0.025247,0.19584,0.092582,0.011151,0.041748,0.37739,0.10013,0.21502,0.25622,0.44318,0.063138,0.7227,0.39103,0.54964,0.24506,0.22246,0.20842,0.11514,0.33372,0.20938,0.17069,0.22678,0.19825,0.21902,0.33147,0.17985,0.16026,0.23655,0.30112,0.26485,0.10082,0.16898,0.059448,0.030108,0.10513,0.096854,0.15434,0.25294,0.10683,0.21882
59,-2.3583,-4.8878,1,0.15353,0.16668,0.046804,0.083412,0.023847,0.099876,0.12967,0.28166,0.033477,-0.042683,0.064711,0.091416,0.092496,0.12945,0.095284,0.030425,0.062404,0.166,0.0052166,0.05793,0.17482,0.17511,0.12203,0.097443,0.12543,0.11574,0.061282,0.14633,0.02823,0.25734,0.075139,0.0087853,0.053435,0.35043,0.14681,0.25126,0.24556,0.43333,0.094463,0.86811,0.3034,0.45273,0.19552,0.2176,0.18714,0.11362,0.31627,0.18266,0.15002,0.17474,0.1797,0.19585,0.32987,0.16872,0.13843,0.22193,0.34579,0.30055,0.22666,0.17566,0.062265,0.033339,0.076934,0.096805,0.12646,0.20548,0.10647,0.23918
59.165,-2.3688,-4.8965,1,0.13361,0.14483,0.024156,0.068591,0.017522,0.09567,0.10753,0.4268,-0.0053104,-0.048602,0.072517,0.10521,0.071043,0.065827,0.047959,0.028512,0.044638,0.12944,0.00071619,0.081885,0.15404,0.15771,0.090203,0.093169,0.2074,0.14612,0.091751,0.11455,0.021335,0.31542,0.049744,0.020073,0.079029,0.37444,0.11166,0.16841,0.24464,0.4028,0.11745,0.79025,0.20511,0.3431,0.13962,0.21751,0.16043,0.11211,0.27178,0.15211,0.13027,0.11273,0.1549,0.18035,0.31319,0.15307,0.11453,0.19563,0.34527,0.33702,0.35366,0.19093,0.059532,0.037214,0.050027,0.10001,0.087419,0.14023,0.10413,0.21112
59.331,-2.3641,-4.9007,1,0.10493,0.11241,0.00035281,0.053792,0.011709,0.086759,0.084848,0.52721,-0.039399,-0.044799,0.086654,0.11909,0.044366,-0.0029826,0.00063452,0.009977,0.029903,0.10863,0.0033394,0.078984,0.12443,0.11862,0.04986,0.061756,0.27324,0.11864,0.10533,0.061493,0.0044213,0.24824,0.0036375,0.04108,0.10701,0.31916,0.119,0.085552,0.21554,0.39295,0.12211,0.52588,0.14341,0.22706,0.083727,0.21942,0.13976,0.10824,0.22273,0.13255,0.11129,0.050725,0.1301,0.1622,0.29401,0.14256,0.11411,0.14456,0.30105,0.41086,0.47662,0.17912,0.0568,0.048756,0.023121,0.10783,0.057074,0.078005,0.10178,0.18105
59.496,-2.3662,-4.8935,1,0.097881,0.077226,-0.035917,0.025027,0.013195,0.067657,0.059619,0.52136,-0.053119,-0.029633,0.099674,0.12861,0.022913,-0.072104,-0.040382,0.0047375,0.0057467,0.099999,0.0040976,0.09447,0.10279,0.076481,0.0095177,0.021715,0.32934,0.089947,0.084742,0.014755,-0.0040775,0.18129,-0.034276,0.058076,0.13727,0.3342,0.055826,0.06742,0.21333,0.37665,0.12003,0.35504,0.092448,0.11102,0.034166,0.21477,0.12538,0.10462,0.19209,0.11054,0.10755,-0.002329,0.11379,0.15296,0.27059,0.14653,0.1137,0.09736,0.20248,0.5621,0.50143,0.16731,0.05039,0.047651,0.033072,0.12166,0.036242,0.02648,0.094214,0.15698
59.666,-2.3787,-4.9094,1,0.1012,0.04471,-0.061208,0.016337,0.024743,0.046934,0.03439,0.4678,-0.060676,-0.006423,0.08413,0.11051,-0.00080057,-0.10849,-0.064361,-0.0005265,-0.01841,0.10562,0.017003,0.091079,0.091182,0.051745,-0.014156,-0.017042,0.27015,0.033917,0.045697,-0.029583,0.015373,0.12552,-0.05573,0.067823,0.14824,0.20658,0.018771,0.070094,0.2504,0.40626,0.12507,0.10357,0.11079,0.11781,-0.011854,0.21223,0.12761,0.10137,0.16416,0.10129,0.12574,-0.0114,0.10243,0.14655,0.25156,0.16157,0.12386,0.072128,0.12385,0.69691,0.48595,0.13473,0.037089,0.050416,0.031746,0.11293,0.0071527,0.034246,0.076118,0.16098
59.832,-2.3976,-4.931,1,0.10921,0.055361,-0.080137,0.014495,0.051462,0.026692,0.042541,0.36293,-0.045365,0.018116,0.071779,0.092412,-0.010421,-0.12937,-0.072916,-0.003915,-0.024797,0.11124,0.040622,0.066774,0.093063,0.051871,-0.01794,-0.037855,0.16589,-0.021949,0.002522,-0.072875,0.066737,0.070388,-0.06949,0.078312,0.12873,0.20334,-0.041837,0.10935,0.26149,0.36218,0.1301,-0.057073,0.15388,0.13102,-0.0078911,0.20778,0.12048,0.097379,0.14929,0.12939,0.14458,0.031945,0.11558,0.1568,0.24519,0.19366,0.13371,0.059081,0.082844,0.83667,0.37965,0.11246,0.030756,0.079229,0.073879,0.10421,0.00036785,0.070695,0.068494,0.16003
59.998,-2.4082,-4.9393,1,0.11857,0.073131,-0.066886,0.023473,0.064192,0.0064501,0.094064,0.25806,-0.0076311,0.020545,0.05833,0.093842,0.0068725,-0.095998,-0.03503,-0.016688,-0.010295,0.13407,0.049729,0.042468,0.10846,0.050182,-0.016763,-0.049444,0.061633,-0.072666,-0.050831,-0.10166,0.1181,0.051868,-0.066115,0.075614,0.099442,0.053421,-0.078892,0.16331,0.24078,0.36447,0.14348,-0.032848,0.22297,0.17464,0.02615,0.19657,0.11335,0.09538,0.20183,0.15764,0.16023,0.090841,0.13414,0.17385,0.26536,0.19946,0.14972,0.064346,0.07508,0.97148,0.25701,0.1004,0.043096,0.11049,0.11472,0.088066,0.027672,0.12905,0.076409,0.15908
60.167,-2.4242,-4.9602,1,0.12794,0.095456,-0.047321,0.03482,0.088924,0.0077671,0.11599,0.15009,0.030103,0.016749,0.04044,0.096255,0.026808,-0.044091,0.0028564,-0.014176,0.014712,0.1417,0.058836,0.026836,0.12529,0.075481,0.0089407,-0.040845,0.027642,-0.084198,-0.055295,-0.11294,0.19581,0.12295,-0.04707,0.072697,0.068486,-0.0025832,-0.090257,0.16354,0.24827,0.25939,0.16139,0.028797,0.25594,0.19821,0.063823,0.18208,0.11861,0.10484,0.25437,0.1749,0.17613,0.15321,0.15271,0.1889,0.28937,0.22779,0.14727,0.11154,0.12936,1.0859,0.13179,0.11542,0.06055,0.13408,0.12164,0.072602,0.04628,0.18328,0.085408,0.19961
60.332,-2.4413,-4.9775,1,0.1373,0.12647,-0.0053224,0.057764,0.10869,0.020961,0.16153,0.14184,0.046582,0.0089519,0.022549,0.09915,0.046744,0.0081271,0.033054,-0.015364,0.057719,0.14918,0.07533,0.011446,0.13416,0.10467,0.034644,-0.0015949,0.0095129,-0.092086,-0.021391,-0.074794,0.2725,0.19381,-0.0047467,0.071611,0.036744,-0.13571,-0.093563,0.16377,0.27085,0.30575,0.18798,0.027045,0.28843,0.22177,0.096334,0.179,0.12839,0.11193,0.29897,0.19049,0.17561,0.20662,0.16064,0.19855,0.31468,0.21588,0.14482,0.15874,0.21002,1.123,0.093762,0.13131,0.078005,0.15131,0.11739,0.058173,0.07366,0.22844,0.099624,0.24642
60.498,-2.4496,-4.992,1,0.13142,0.16491,0.036677,0.054101,0.1212,0.030743,0.186,0.1635,0.056897,0.00096142,0.036311,0.12008,0.061461,0.050043,0.056018,-0.012399,0.10128,0.15562,0.083742,-0.0090194,0.131,0.10672,0.055758,0.037655,0.080343,-0.032456,0.029698,-0.022821,0.32572,0.26288,0.037576,0.070526,0.0165,-0.076399,-0.099433,0.15743,0.27057,0.33714,0.1936,0.22508,0.28183,0.227,0.12369,0.17328,0.13817,0.11838,0.3263,0.18731,0.15633,0.22984,0.17465,0.18927,0.33632,0.20397,0.13992,0.18983,0.26206,1.1164,0.11338,0.15074,0.095838,0.16467,0.099656,0.071642,0.11246,0.22628,0.11625,0.27185
60.663,-2.4551,-5.002,1,0.12553,0.18316,0.063905,0.042519,0.1065,0.043014,0.16626,0.23891,0.054624,-0.0083582,0.050074,0.12627,0.062592,0.069122,0.07029,-0.011648,0.14125,0.15934,0.08144,-0.013896,0.12784,0.087992,0.071038,0.055152,0.14481,0.033257,0.080787,0.013161,0.35799,0.31786,0.073804,0.074358,0.00054335,-0.091049,-0.099674,0.11451,0.27351,0.44636,0.19922,0.21836,0.26076,0.221,0.12601,0.15996,0.15584,0.1148,0.31799,0.19025,0.1317,0.22819,0.18257,0.14491,0.34736,0.18195,0.13203,0.21311,0.30425,1.0102,0.23217,0.16568,0.090678,0.19345,0.059032,0.073208,0.15125,0.19507,0.12611,0.27671
60.833,-2.4672,-5.0277,1,0.12064,0.17825,0.062108,0.0074006,0.10579,0.048218,0.10604,0.31432,0.036996,-0.012553,0.062198,0.10594,0.056218,0.029068,0.032332,-0.0082202,0.13591,0.14027,0.081542,-0.022613,0.10336,0.066999,0.087819,0.061677,0.20927,0.086171,0.12136,0.027343,0.36329,0.29371,0.063722,0.07819,0.084095,0.040987,-0.012501,0.071827,0.30823,0.50922,0.20483,0.21165,0.21368,0.17603,0.093139,0.14664,0.16544,0.10539,0.26815,0.18233,0.10514,0.21988,0.16068,0.093744,0.3262,0.18624,0.11082,0.2065,0.29387,0.90894,0.36729,0.17239,0.075047,0.21979,0.022816,0.059896,0.13175,0.15735,0.11781,0.27704
60.999,-2.4633,-5.0219,1,0.10656,0.15917,0.029304,-0.030087,0.096549,0.033062,0.075419,0.37523,0.030547,-0.010474,0.068937,0.083107,0.047201,-0.029526,-0.010978,-0.022266,0.10362,0.11715,0.081644,-0.032373,0.086487,0.032245,0.080074,0.046649,0.19924,0.098822,0.1273,0.023551,0.33444,0.20879,0.029034,0.073366,0.16863,0.063029,0.16962,0.059187,0.30363,0.67944,0.21544,0.16387,0.16612,0.12114,0.056638,0.14795,0.14009,0.097083,0.20606,0.17442,0.077408,0.2081,0.1388,0.063044,0.3017,0.15933,0.083351,0.17887,0.24904,0.85219,0.45607,0.1692,0.048426,0.24563,0.034109,0.030761,0.11225,0.12614,0.1044,0.22561
61.164,-2.4724,-5.0336,1,0.092488,0.11945,0.0068098,-0.064224,0.088771,0.0078434,0.046052,0.34313,0.024984,-0.0062483,0.09066,0.059791,0.021222,-0.0864,-0.051449,-0.033999,0.062749,0.09417,0.1009,-0.042699,0.069471,-0.0025093,0.033345,0.008315,0.14055,0.097866,0.10378,-0.029653,0.27996,0.12387,-0.016415,0.070192,0.19217,0.13486,0.32621,0.037196,0.28393,0.7292,0.22862,0.16546,0.12047,0.066242,0.023966,0.15269,0.10525,0.09434,0.14922,0.1665,0.051391,0.18519,0.12556,0.056087,0.27589,0.15905,0.056225,0.15752,0.20422,0.79574,0.52296,0.15317,0.027679,0.25454,0.058218,0.011129,0.085401,0.09512,0.089398,0.21695
61.334,-2.4768,-5.0384,1,0.095881,0.069651,-0.015685,-0.041965,0.079533,-0.011106,0.018763,0.28305,0.021096,0.0044519,0.085167,0.04688,-0.0010714,-0.1164,-0.077571,-0.046559,0.051867,0.083897,0.10604,-0.047702,0.064624,0.0051966,-0.0041375,-0.024739,0.079496,0.056726,0.07087,-0.0768,0.21877,0.051949,-0.032059,0.067018,0.21462,0.1569,0.4828,0.0044038,0.4608,0.76385,0.22282,-0.035456,0.13685,0.072933,0.01803,0.16007,0.070422,0.093569,0.13251,0.17205,0.047653,0.181,0.12174,0.073542,0.26175,0.1568,0.051381,0.13624,0.16807,0.76879,0.48909,0.13715,0.0099942,0.25439,0.090203,-0.0082522,0.069795,0.10489,0.075993,0.22966
61.5,-2.483,-5.0436,1,0.11239,0.047165,-0.019266,-0.018167,0.0764,-0.019358,0.054987,0.19163,0.018594,0.015152,0.09319,0.049589,0.010217,-0.11689,-0.074403,-0.052178,0.041535,0.11655,0.12515,-0.037133,0.059636,0.036702,-0.030492,-0.033008,0.029285,0.011993,0.035367,-0.10468,0.17232,0.0081858,-0.042805,0.063645,0.22553,0.21337,0.55594,0.049519,0.63445,0.68075,0.21028,-0.013425,0.17292,0.091299,0.038595,0.17484,0.060887,0.098106,0.15691,0.1688,0.060749,0.2071,0.12088,0.12958,0.25567,0.15797,0.071314,0.13103,0.13883,0.83657,0.36591,0.12565,0.014001,0.22409,0.11851,-0.0028297,0.059956,0.12303,0.072392,0.26677
61.664,-2.4979,-5.06,1,0.1289,0.058394,-0.024301,0.012602,0.073268,-0.020543,0.075076,0.13112,0.026835,0.025852,0.090559,0.063056,0.030911,-0.062554,-0.03769,-0.034239,0.055627,0.15436,0.1354,-0.022723,0.068524,0.068207,-0.039019,-0.027092,-0.014422,-0.023119,0.0062579,-0.11403,0.16972,0.0065027,-0.025101,0.060272,0.14334,0.16571,0.54166,0.10815,0.63176,0.62821,0.19774,0.08016,0.21779,0.16208,0.068807,0.19222,0.06799,0.10719,0.20575,0.17112,0.087299,0.22627,0.15078,0.18729,0.27469,0.15913,0.10023,0.15021,0.13115,0.89587,0.23555,0.11645,0.025124,0.18808,0.13487,0.03184,0.074475,0.14355,0.073127,0.30841
61.83,-2.5201,-5.0803,1,0.15178,0.079217,0.0081797,0.041855,0.077711,-0.010256,0.095165,0.18057,0.023898,0.032859,0.087928,0.082664,0.054203,-0.0082184,0.0043739,-0.010783,0.089258,0.18373,0.14565,-0.015766,0.068383,0.10525,-0.035267,0.015743,-0.029312,-0.017044,0.005486,-0.069289,0.16833,0.087401,0.0015403,0.077901,0.069114,0.10148,0.41268,0.19047,0.64216,0.57484,0.21012,0.27744,0.26267,0.24276,0.099019,0.19826,0.095327,0.11244,0.26683,0.16988,0.11396,0.23468,0.18443,0.2206,0.29513,0.1619,0.12733,0.16939,0.15318,0.91016,0.15411,0.13176,0.043833,0.16373,0.13397,0.077047,0.098445,0.14628,0.091298,0.36862
61.997,-2.533,-5.0966,1,0.15494,0.11198,0.027833,0.056738,0.080693,0.019835,0.092929,0.26921,0.02116,0.03477,0.066932,0.10514,0.094455,0.034898,0.029766,0.014058,0.12499,0.21311,0.12798,-0.0082417,0.079242,0.13079,0.007469,0.058577,-0.00029094,0.020589,0.038151,-0.024547,0.18078,0.1683,0.029897,0.098919,0.068593,0.037253,0.34655,0.21844,0.65255,0.53457,0.21126,0.4262,0.2553,0.26864,0.11551,0.16403,0.13143,0.10189,0.31057,0.1647,0.14007,0.24264,0.20943,0.23009,0.30236,0.16379,0.14591,0.17601,0.17522,0.9151,0.12675,0.15902,0.069304,0.15932,0.12177,0.098686,0.12566,0.13819,0.10064,0.38606
