Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57,Neuron 58,Neuron 59,Neuron 60,Neuron 61,Neuron 62,Neuron 63,Neuron 64,Neuron 65,Neuron 66,Neuron 67,Neuron 68
33.331,-0.72721,-2.5484,1,0.095832,0.052444,0.33227,0.47651,0.25339,0.13129,0.084845,0.45659,0.17582,0.13247,0.027628,0.017704,0.027001,0.087075,0.14511,0.0024372,0.16777,0.036912,0.051239,0.11199,0.10167,0.032509,0.088262,0.13072,0.22673,0.29735,0.00015489,0.25908,0.096128,0.21313,0.061652,0.0070251,-0.059184,0.18503,0.59379,0.03337,0.47016,0.27082,0.21233,0.1493,0.11451,0.096466,0.11571,0.063448,0.13756,0.011692,-0.0069598,0.045683,0.10804,0.068493,0.11868,0.13364,0.18993,0.08406,0.055281,0.16797,0.30575,0.92553,0.16285,0.18936,0.079843,0.30467,0.42594,0.29008,0.15075,0.10593,0.069782,-0.038718
33.501,-0.72538,-2.5482,1,0.10056,0.036477,0.29917,0.47977,0.23611,0.11373,0.066986,0.41479,0.14877,0.10162,0.04791,-0.0071454,-0.0019959,0.067196,0.1185,-0.015479,0.15072,0.029942,0.07296,0.09951,0.080668,0.031778,0.066751,0.098806,0.19334,0.30356,-0.0070734,0.22944,0.064897,0.15192,0.049072,0.0023947,-0.064428,0.2505,0.68184,0.07673,0.44209,0.33995,0.21591,0.09062,0.11856,0.086253,0.13983,0.043726,0.12429,0.012473,-0.012989,0.040268,0.10251,0.052096,0.11903,0.12812,0.19148,0.077479,0.046512,0.14547,0.27409,0.94633,0.16108,0.16604,0.070815,0.26694,0.31341,0.27089,0.13836,0.08294,0.045779,-0.0053411
33.664,-0.72763,-2.5536,1,0.096897,0.010594,0.28229,0.49134,0.20284,0.1097,0.065464,0.35023,0.12302,0.078341,0.061774,-0.025045,-0.014809,0.059692,0.097827,-0.031391,0.12915,0.022971,0.083293,0.11559,0.061779,0.058171,0.046398,0.085419,0.15143,0.26968,-0.025565,0.18859,0.031858,0.11512,0.028211,-0.0022357,-0.068924,0.28429,0.71944,0.16936,0.46401,0.40907,0.19396,0.089572,0.14181,0.10024,0.1578,0.035626,0.11614,0.010608,-0.0037948,0.034665,0.098295,0.051169,0.11523,0.12071,0.18973,0.077129,0.043888,0.13979,0.19322,0.95558,0.14653,0.13324,0.064189,0.24487,0.24756,0.25205,0.13216,0.075651,0.023622,0.028036
33.832,-0.73768,-2.5737,1,0.096631,-0.0053731,0.27167,0.48669,0.21437,0.12389,0.070657,0.24422,0.10832,0.061239,0.05434,-0.031604,-0.013324,0.067646,0.11066,-0.022709,0.12722,0.020814,0.088083,0.14407,0.043258,0.10028,0.06167,0.082615,0.1091,0.1598,-0.036731,0.15196,0.010009,0.13731,0.0011327,-0.016004,-0.062869,0.31776,0.51761,0.28348,0.37432,0.45527,0.1513,0.27605,0.1781,0.15506,0.17086,0.068224,0.11272,0.016359,0.013706,0.029438,0.09782,0.067465,0.12259,0.11705,0.17878,0.055457,0.055352,0.14078,0.1503,0.78932,0.090115,0.046745,0.041911,0.20144,0.26635,0.24602,0.13211,0.068903,0.028278,0.060005
33.997,-0.7423,-2.5838,1,0.086196,-0.0080922,0.29269,0.48186,0.23221,0.13808,0.080707,0.10989,0.12292,0.069179,0.036834,-0.030731,-0.0016679,0.11749,0.14667,-0.0021527,0.12921,-0.012705,0.087922,0.17255,0.043338,0.15516,0.11175,0.10053,0.068605,0.06271,-0.055681,0.13541,0.02674,0.17594,-0.016674,-0.029585,-0.043353,0.29467,0.47064,0.39628,0.42432,0.44563,0.08195,0.37747,0.24186,0.29177,0.2038,0.12957,0.13184,0.013714,0.043386,0.027927,0.12266,0.11987,0.12996,0.1129,0.16636,0.061252,0.06908,0.14307,0.11478,0.61424,0.033704,0.0072539,0.019113,0.1495,0.28513,0.26015,0.14164,0.064201,0.039036,0.077319
34.163,-0.74782,-2.5885,1,0.085298,0.020585,0.33005,0.48381,0.24689,0.15543,0.090757,0.035633,0.14389,0.072031,0.014767,-0.021862,0.028393,0.17158,0.18441,0.011338,0.15477,-0.046224,0.072646,0.20954,0.043418,0.20643,0.16723,0.13232,0.045626,0.048218,-0.056667,0.14909,0.055867,0.22201,-0.029767,-0.038474,-0.030681,0.30465,0.39703,0.47633,0.35822,0.40584,0.040433,0.58821,0.29019,0.43071,0.24245,0.18894,0.15726,0.022389,0.070517,0.031645,0.1475,0.17227,0.14122,0.11675,0.15413,0.062539,0.095382,0.15959,0.10461,0.4418,0.0086712,0.0030067,0.00050885,0.096761,0.30513,0.27247,0.15601,0.059499,0.056866,0.072391
34.333,-0.74519,-2.5942,1,0.079218,0.048086,0.35292,0.42198,0.23285,0.13852,0.07839,0.085405,0.15157,0.082451,-0.0043022,-0.012267,0.043893,0.19369,0.2081,0.024343,0.18706,-0.033067,0.047664,0.20315,0.038565,0.19532,0.19884,0.16473,0.086108,0.089207,-0.043921,0.18305,0.083247,0.26797,-0.0019644,-0.047363,-0.017854,0.28028,0.25785,0.44156,0.43915,0.34582,0.032243,0.67835,0.28361,0.45885,0.27415,0.24142,0.18205,0.010165,0.095409,0.034376,0.15526,0.19716,0.14412,0.10129,0.15434,0.067232,0.11685,0.16756,0.15784,0.39607,0.063473,0.0077178,0.0095047,0.033096,0.28901,0.26283,0.1582,0.06553,0.07382,0.044054
34.498,-0.75214,-2.6036,1,0.093575,0.072473,0.32089,0.35114,0.22436,0.12093,0.080144,0.19332,0.13292,0.093527,-0.023371,-0.0096223,0.04486,0.20536,0.22587,0.034607,0.21262,0.056693,0.022682,0.18126,0.045737,0.16766,0.19564,0.178,0.13719,0.15982,0.0025665,0.22957,0.10438,0.25607,0.025838,-0.056252,-0.0057733,0.25898,0.095489,0.34957,0.47008,0.28579,0.030373,0.71086,0.2164,0.39877,0.26296,0.24909,0.18359,0.01293,0.10508,0.045822,0.13702,0.18268,0.15239,0.082402,0.15785,0.060035,0.11485,0.16511,0.24533,0.3619,0.16725,0.012429,0.022538,0.005,0.26777,0.24792,0.15859,0.071116,0.089803,0.017007
34.663,-0.76135,-2.6333,1,0.093248,0.087649,0.28536,0.31222,0.17946,0.097891,0.045079,0.33751,0.11557,0.098424,-0.012438,-0.029315,0.043231,0.17607,0.18469,0.020664,0.21232,0.14164,0.0044992,0.14623,0.038404,0.12926,0.15334,0.1655,0.18827,0.22403,0.038777,0.26353,0.11147,0.22189,0.041598,-0.034635,0.053231,0.21449,-0.0024854,0.23047,0.56512,0.2356,0.043078,0.7393,0.14267,0.30383,0.24471,0.20344,0.16826,0.01946,0.089277,0.057267,0.11627,0.15578,0.12963,0.061609,0.15697,0.056243,0.10111,0.14501,0.29901,0.46594,0.27102,0.022806,0.049061,0.028955,0.23239,0.189,0.15125,0.081677,0.087761,-0.0086324
34.834,-0.76867,-2.6443,1,0.096961,0.077078,0.22997,0.27478,0.1429,0.068588,0.044387,0.51003,0.096922,0.097399,0.010179,-0.047088,0.044198,0.11745,0.14351,0.0091384,0.18225,0.20551,-0.0075368,0.1112,0.0047926,0.070279,0.10211,0.13248,0.22924,0.25114,0.044374,0.25656,0.078452,0.13897,0.041523,-0.013019,0.10275,0.22705,-0.12143,0.11137,0.6021,0.26116,0.077449,0.75448,0.059728,0.1305,0.20527,0.14756,0.13488,0.033607,0.073477,0.065794,0.075168,0.10411,0.10686,0.054991,0.15072,0.053068,0.080345,0.13361,0.32715,0.57263,0.36957,0.016876,0.068959,0.061432,0.197,0.14206,0.14466,0.056866,0.077245,-0.024968
34.999,-0.77809,-2.6572,1,0.092941,0.053763,0.17458,0.23586,0.11729,0.035327,0.043696,0.61457,0.078432,0.090347,0.036803,-0.062564,0.01493,0.054581,0.10642,0.009489,0.15019,0.23434,-0.008875,0.065733,-0.028819,0.011297,0.048329,0.088487,0.21966,0.25774,0.038988,0.22742,0.03537,0.061356,0.036735,-0.00038655,0.11507,0.30168,-0.24038,0.022599,0.69009,0.28673,0.096338,0.72375,0.010901,-0.034894,0.16143,0.099155,0.095184,0.041677,0.063666,0.069553,0.034062,0.052444,0.084699,0.059348,0.14448,0.049893,0.051768,0.12221,0.33102,0.70051,0.37979,0.024808,0.088856,0.10679,0.18931,0.10235,0.13986,0.032055,0.064795,-0.021967
35.164,-0.78376,-2.6659,1,0.089248,0.048375,0.14678,0.27861,0.11261,0.040616,0.071286,0.58497,0.058078,0.086831,0.041748,-0.078766,0.00022169,0.030488,0.085638,0.013301,0.12243,0.25483,0.012731,0.079778,-0.042636,0.020907,0.016496,0.052248,0.16238,0.20112,0.018142,0.18702,-0.0059653,-0.013348,0.013225,0.0098261,0.11259,0.38748,-0.201,0.13479,0.67193,0.28063,0.096387,0.69064,0.017009,-0.033226,0.13414,0.079854,0.066953,0.062091,0.076944,0.07934,0.027077,0.050555,0.081552,0.096145,0.14489,0.046738,0.033041,0.12116,0.2704,0.7173,0.31477,0.024047,0.081154,0.18306,0.20322,0.10573,0.13946,0.024125,0.05632,0.0027953
35.334,-0.79385,-2.6848,1,0.069973,0.035821,0.18209,0.33035,0.13034,0.046587,0.065966,0.42302,0.064199,0.073112,0.046693,-0.094968,0.0013251,0.024098,0.093852,0.018782,0.10273,0.19291,0.034336,0.089349,-0.069084,0.039347,0.03539,0.02972,0.094877,0.13809,-0.025183,0.13827,-0.025892,-0.035775,-0.010285,0.015155,0.12491,0.36778,-0.11845,0.25491,0.64293,0.27454,0.078104,0.5683,0.099639,0.071268,0.14764,0.10485,0.067433,0.071453,0.099896,0.0806,0.045312,0.080503,0.074092,0.13828,0.14531,0.052069,0.036902,0.1271,0.19516,0.69443,0.21357,0.023287,0.065301,0.20378,0.19404,0.12824,0.13428,0.024738,0.057379,0.026267
35.5,-0.81056,-2.7077,1,0.085325,0.034969,0.22436,0.37221,0.16909,0.071171,0.095339,0.22565,0.068866,0.061371,0.053455,-0.079034,0.016555,0.061349,0.13093,0.037126,0.10761,0.14124,0.049535,0.11488,-0.072775,0.071503,0.089951,0.045859,0.039806,0.087393,-0.055031,0.12025,-0.011301,-0.013904,-0.025667,0.0058785,0.076302,0.34808,0.019811,0.31436,0.60305,0.25308,0.06042,0.4195,0.18266,0.21504,0.18252,0.15793,0.084237,0.069434,0.13042,0.067339,0.06594,0.12003,0.093797,0.15975,0.14855,0.057399,0.048044,0.14868,0.13075,0.58154,0.11238,0.0076864,0.048094,0.16267,0.19212,0.18278,0.13351,0.027886,0.059313,0.049739
35.665,-0.81729,-2.7257,1,0.073357,0.034118,0.274,0.41741,0.19949,0.083328,0.081657,0.030478,0.066988,0.073008,0.048534,-0.060133,0.040395,0.12724,0.16144,0.053054,0.13834,0.10039,0.063538,0.13434,-0.034527,0.11509,0.14451,0.077548,-0.0045807,0.084098,-0.043012,0.13372,0.014538,0.053537,-0.023654,-0.0074811,0.027693,0.38322,0.17905,0.3662,0.47534,0.2331,0.042736,0.34684,0.26287,0.35882,0.22586,0.23365,0.11732,0.067414,0.14617,0.054079,0.096413,0.16788,0.10621,0.16682,0.15861,0.054403,0.074156,0.16175,0.12096,0.46865,0.026634,0.0083945,0.036927,0.12156,0.1902,0.21244,0.13773,0.06387,0.070273,0.051755
35.831,-0.82309,-2.7443,1,0.079349,0.044718,0.32365,0.453,0.22045,0.095484,0.063931,-0.044703,0.057672,0.094,0.035226,-0.044803,0.080594,0.18894,0.18331,0.062802,0.16759,0.082822,0.0764,0.15179,0.014459,0.13842,0.19059,0.1124,0.012759,0.157,-0.015644,0.17091,0.042074,0.12098,-0.021642,-0.0097086,0.0062432,0.41557,0.36031,0.3765,0.34763,0.19616,0.056193,0.32009,0.27758,0.41362,0.25106,0.30388,0.14883,0.065922,0.16193,0.043554,0.12689,0.20735,0.11559,0.16175,0.17718,0.050925,0.094397,0.18613,0.12639,0.4321,0.029208,0.003343,0.027422,0.092918,0.16604,0.2318,0.14913,0.079457,0.089505,0.026644
36.001,-0.82974,-2.7667,1,0.069237,0.037393,0.32361,0.38436,0.23668,0.089344,0.021095,-0.011412,0.050221,0.10301,0.041112,-0.029474,0.0983,0.19705,0.19163,0.067079,0.17525,0.04155,0.06107,0.13922,0.049638,0.11094,0.19652,0.12815,0.084036,0.25789,0.017312,0.21811,0.057302,0.16822,-0.0091489,-0.0095164,-0.00040168,0.44792,0.52983,0.26305,0.25091,0.22808,0.069649,0.29755,0.2585,0.35643,0.2326,0.2908,0.16889,0.067555,0.15218,0.036177,0.10767,0.19222,0.0989,0.13109,0.17841,0.047908,0.10479,0.19741,0.11661,0.39967,0.10594,-0.0019734,0.023151,0.047478,0.14188,0.2094,0.1545,0.061528,0.10564,-0.011348
36.166,-0.84242,-2.7933,1,0.062309,0.027057,0.29144,0.3153,0.19575,0.073143,-0.021741,0.11885,0.039417,0.09237,0.049015,-0.018507,0.078074,0.15128,0.14941,0.065032,0.16919,0.0060827,0.04574,0.1222,0.082944,0.057101,0.14978,0.12757,0.15531,0.33091,0.050268,0.25287,0.048698,0.14809,-0.011273,-0.00444,-0.0041245,0.55144,0.67935,0.19786,0.16503,0.24303,0.10553,0.28601,0.19531,0.25264,0.20704,0.26756,0.17381,0.057926,0.12728,0.028801,0.083466,0.14997,0.095154,0.096776,0.17682,0.05258,0.09303,0.21362,0.12116,0.44632,0.18163,-0.0072898,0.034283,0.032947,0.1529,0.17279,0.12545,0.032337,0.096654,-0.028234
36.331,-0.85004,-2.7973,1,0.036336,0.013008,0.2476,0.26058,0.15351,0.040956,-0.060938,0.22807,0.025925,0.079749,0.042646,-0.033575,0.043721,0.089234,0.099232,0.047041,0.13368,-0.028459,0.036108,0.099416,0.096029,-0.0021463,0.086023,0.10102,0.2077,0.37119,0.054101,0.25645,0.0031376,0.0829,-0.024099,-0.0098339,0.030071,0.65496,0.70863,0.28429,0.077162,0.18443,0.11722,0.27448,0.11073,0.11031,0.16284,0.23051,0.15309,0.048298,0.091272,0.035503,0.059257,0.10735,0.068695,0.079147,0.16892,0.062369,0.084644,0.2017,0.12571,0.60082,0.23229,0.020062,0.044107,0.094665,0.13774,0.10303,0.082215,0.0075154,0.083309,-0.038056
36.501,-0.85856,-2.8106,1,0.03952,0.00037199,0.20331,0.19782,0.11143,0.0283,-0.051881,0.33509,0.018977,0.055565,0.036277,-0.037294,0.0034078,0.016571,0.054277,0.02905,0.078057,-0.052748,0.044552,0.096248,0.076689,-0.016611,0.024156,0.069263,0.22932,0.38839,0.054463,0.23897,-0.042423,0.015582,-0.054319,-0.011144,0.068009,0.6072,0.73792,0.37831,0.075838,0.049296,0.12096,0.21859,0.015854,-0.02828,0.11731,0.1661,0.12933,0.029331,0.070035,0.042206,0.038413,0.065366,0.049533,0.063637,0.16101,0.075175,0.073439,0.18959,0.12544,0.75533,0.27272,0.078725,0.055594,0.1813,0.12574,0.058144,0.033229,-0.01477,0.070922,-0.011586
36.667,-0.86906,-2.829,1,0.022689,-0.012727,0.16033,0.13493,0.079219,0.015643,-0.01512,0.39445,0.016591,0.039664,0.074806,-0.047286,0.0085269,-0.052337,-0.0031309,0.018116,0.015827,-0.066713,0.052995,0.09989,0.046966,0.019754,-0.032081,0.042717,0.22225,0.32123,0.036547,0.20121,-0.038463,-0.038344,-0.08167,-0.011254,0.12283,0.48038,0.6633,0.49679,0.077186,-0.039633,0.085705,0.16271,-0.047639,-0.059709,0.081456,0.086451,0.10713,0.012724,0.05451,0.019035,0.019748,0.042171,0.032593,0.052847,0.12581,0.088462,0.077302,0.16616,0.079916,0.6844,0.30214,0.12684,0.065418,0.23475,0.10827,0.018131,-0.011272,-0.023473,0.053363,0.042451
36.832,-0.89821,-2.8588,1,0.021962,-0.013533,0.154,0.091644,0.051322,0.0046925,0.043599,0.3888,0.020355,0.041719,0.11334,-0.057279,0.036138,-0.1144,-0.051736,0.0096775,-0.030066,-0.056974,0.05631,0.11379,0.013738,0.053213,-0.055931,0.017289,0.1916,0.23354,0.012732,0.15776,-0.021148,-0.074876,-0.035962,-0.0032136,0.16603,0.35356,0.40253,0.5497,0.12457,-0.064245,0.050446,0.2033,-0.074596,-0.037641,0.07272,0.061003,0.07465,-0.0070076,0.045382,-0.00022085,0.037621,0.072623,0.022708,0.049933,0.090617,0.10094,0.097885,0.17566,0.049606,0.60935,0.24604,0.16763,0.068129,0.27176,0.091485,-0.007598,-0.049751,-0.029781,0.035805,0.11675
36.997,-0.91697,-2.8688,1,0.012777,-0.021632,0.15531,0.048778,0.062394,0.00087092,0.10232,0.36992,0.028727,0.065406,0.12602,-0.062909,0.051075,-0.12946,-0.078806,0.0031535,-0.069755,-0.047236,0.059626,0.12302,-0.010383,0.10488,-0.032758,-0.0090826,0.11235,0.12861,-0.013065,0.10135,0.020725,-0.084801,0.024362,0.0048267,0.18991,0.26441,0.14176,0.55435,0.1784,-0.071892,0.034165,0.19782,-0.078061,-0.016914,0.069831,0.060769,0.042916,-0.01677,0.0533,-0.019477,0.060489,0.12327,0.038987,0.055401,0.062348,0.10325,0.13595,0.17324,0.042934,0.64276,0.1798,0.19769,0.063379,0.29351,0.065562,-0.014114,-0.053421,-0.03609,0.031186,0.16994
37.167,-0.9354,-2.8827,1,0.021701,-0.0092781,0.16362,0.1136,0.076099,-0.0029507,0.15654,0.33222,0.044123,0.069038,0.1387,-0.042974,0.066011,-0.10118,-0.063753,0.0021262,-0.068017,-0.047063,0.07841,0.123,-0.016227,0.1454,-0.0052632,-0.022874,0.039555,0.050493,-0.023216,0.053741,0.077008,-0.093355,0.071982,0.0091998,0.15569,0.19415,-0.025452,0.47369,0.23389,0.024179,0.047618,0.19518,-0.046321,0.0038143,0.069041,0.059072,0.052263,-0.020322,0.072317,-0.025902,0.083358,0.17479,0.070684,0.075111,0.07959,0.098809,0.15332,0.20198,0.045582,0.66539,0.12934,0.20781,0.067398,0.28648,0.08269,0.025928,-0.031353,-0.032793,0.030929,0.21278
37.333,-0.96682,-2.9156,1,0.030215,0.001663,0.16755,0.18842,0.097787,0.0047241,0.15776,0.29453,0.056638,0.066778,0.13375,-0.036481,0.079375,-0.056868,-0.035918,0.011697,-0.041634,-0.038509,0.083376,0.10752,0.0056871,0.14114,0.035601,-0.0024708,-0.0025562,0.0043059,-0.028529,0.052243,0.15044,-0.067804,0.10823,0.012115,0.09966,0.15759,-0.19267,0.37318,0.2608,0.12265,0.069009,0.12905,-0.00062597,0.05626,0.078547,0.053644,0.064896,-0.013288,0.10434,-0.022278,0.1045,0.20135,0.090054,0.09482,0.099579,0.093717,0.16254,0.22097,0.04823,0.64066,0.07887,0.16777,0.072669,0.25454,0.10487,0.08727,0.020905,-0.022326,0.044483,0.18895
37.498,-0.99031,-2.9394,1,0.043051,0.015204,0.1799,0.23957,0.12436,0.017139,0.1364,0.28796,0.06838,0.056235,0.092297,-0.016675,0.047307,-0.0091466,0.021292,0.026367,0.0032578,-0.028515,0.084085,0.082267,0.027247,0.10837,0.080272,0.020872,-0.032106,-0.015169,-0.0218,0.063209,0.18454,-0.034985,0.13864,0.0020331,0.038591,0.18153,-0.20732,0.28775,0.28505,0.13219,0.094623,0.094625,0.045069,0.082583,0.088053,0.063466,0.090095,0.00066178,0.13066,0.013941,0.12614,0.21751,0.10921,0.10843,0.1471,0.089275,0.14219,0.24009,0.08791,0.7412,0.040666,0.12358,0.080538,0.28685,0.13575,0.16336,0.062655,-0.0050447,0.058415,0.16663
37.663,-1.0145,-2.9664,1,0.055476,0.024755,0.19217,0.31732,0.15076,0.026542,0.10492,0.31113,0.068626,0.040073,0.050814,0.0031324,0.0084359,0.038138,0.07928,0.033897,0.054964,-0.035786,0.078842,0.057017,0.043843,0.09928,0.11076,0.053825,-0.040206,0.026434,-0.0078139,0.087472,0.21578,0.0046438,0.10398,-0.016199,-0.010861,0.19297,-0.07671,0.22034,0.26482,0.060443,0.12024,0.007912,0.074143,0.089459,0.088493,0.08255,0.12558,0.0081199,0.14549,0.03638,0.12451,0.18343,0.12836,0.11151,0.19463,0.095604,0.10513,0.23747,0.16387,0.83953,0.084776,0.085401,0.090057,0.32149,0.15724,0.21728,0.096778,0.014512,0.071969,0.11678
37.829,-1.0326,-2.9869,1,0.066758,0.056111,0.18725,0.35656,0.14468,0.043619,0.075797,0.34754,0.096054,0.023911,0.033161,0.022939,-0.010303,0.061701,0.10947,0.05164,0.10708,-0.043058,0.069568,0.040875,0.024848,0.06739,0.099762,0.082281,0.034888,0.13332,0.010341,0.14554,0.22772,0.059408,0.066241,-0.031681,-0.058727,0.23368,0.067168,0.15106,0.27128,0.11789,0.12324,0.045492,0.062549,0.079385,0.086663,0.077882,0.14129,0.015487,0.14876,0.07666,0.10878,0.1398,0.11341,0.10953,0.22484,0.11401,0.06807,0.23497,0.21646,0.79168,0.15634,0.057959,0.10786,0.33172,0.15303,0.23306,0.12277,0.03407,0.083576,0.074209
37.999,-1.0443,-3.0076,1,0.059932,0.044222,0.17991,0.2815,0.12563,0.046862,0.053135,0.42201,0.10606,0.027804,0.041312,0.020806,-0.029042,0.038623,0.091024,0.062649,0.12254,-0.036821,0.044278,0.020604,-0.00045447,0.038198,0.08876,0.099423,0.11656,0.24021,0.02631,0.20361,0.19589,0.090128,0.043193,-0.01853,-0.063861,0.30881,0.18673,0.081776,0.2842,0.16056,0.12624,0.055375,0.036749,0.059169,0.075826,0.060562,0.12844,0.015773,0.12597,0.10455,0.092798,0.085777,0.079596,0.095523,0.22067,0.13406,0.054762,0.21925,0.20388,0.74213,0.23717,0.05788,0.11148,0.3563,0.13847,0.21503,0.12828,0.037711,0.090316,0.038796
38.164,-1.0581,-3.0208,1,0.070316,0.032333,0.16864,0.21305,0.098432,0.037767,0.060753,0.42821,0.11895,0.036049,0.06709,0.0080838,-0.050428,0.010138,0.061144,0.054422,0.11873,-0.02675,0.036368,-0.011335,-0.0319,0.0084284,0.07582,0.06171,0.18517,0.24457,0.039627,0.18505,0.1469,0.073934,0.031516,-0.0039203,-0.02907,0.41562,0.28585,0.059335,0.32568,0.18952,0.14299,0.053644,0.021664,0.013635,0.056013,0.057172,0.11644,0.015683,0.11041,0.12239,0.073879,0.056713,0.058107,0.083295,0.21229,0.12805,0.051595,0.22111,0.1837,0.74163,0.29552,0.076642,0.11993,0.38294,0.12764,0.18947,0.095839,0.034182,0.080074,0.069737
38.334,-1.0618,-3.0264,1,0.08029,0.014463,0.14765,0.19218,0.075784,0.023932,0.067292,0.36169,0.11864,0.033562,0.048806,-0.012323,-0.05608,-0.012161,0.023441,0.038644,0.091223,-0.0041763,0.032714,-0.038313,-0.062526,-0.023393,0.063302,0.021058,0.17546,0.20376,0.031951,0.14803,0.096938,0.034727,0.033584,0.01821,0.027616,0.46892,0.31429,0.036894,0.37814,0.27819,0.15719,0.016309,0.041759,-0.037152,0.067107,0.061625,0.091876,0.018782,0.094855,0.12078,0.052284,0.033114,0.058982,0.087148,0.19515,0.12138,0.062921,0.21755,0.15134,0.73739,0.30552,0.11295,0.12578,0.36481,0.11035,0.14603,0.063402,0.030653,0.066135,0.093399
38.5,-1.0781,-3.0443,1,0.090674,0.010981,0.14652,0.20154,0.066267,0.022647,0.076185,0.23689,0.12368,0.021329,0.027391,-0.024092,-0.062085,-0.00055526,0.0061281,0.043129,0.070173,0.048464,0.048358,-0.041394,-0.085868,-0.024699,0.068281,0.0057385,0.14082,0.12241,0.019057,0.1034,0.049764,-0.01129,0.067736,0.040276,0.074175,0.41253,0.19149,0.062007,0.42227,0.37078,0.1562,-0.055758,0.087492,-0.031431,0.10144,0.066852,0.081591,0.031818,0.12094,0.12588,0.045814,0.053707,0.059857,0.11189,0.19262,0.10608,0.074247,0.21941,0.075486,0.73533,0.24634,0.13485,0.13186,0.34668,0.099527,0.12047,0.045259,0.04615,0.055893,0.14519
38.665,-1.0975,-3.058,1,0.10596,0.0074999,0.16267,0.25196,0.077023,0.038126,0.082327,0.12739,0.098832,0.0046024,0.0059756,-0.029561,-0.04792,0.03461,0.02743,0.0443,0.055499,0.12646,0.05092,-0.036158,-0.07747,-0.0032045,0.11919,0.00087862,0.071583,0.043117,0.0039767,0.077452,0.0088641,-0.042607,0.10496,0.05697,0.12073,0.3197,0.19192,0.18146,0.43324,0.3542,0.14499,-0.12332,0.17072,0.069736,0.12334,0.093304,0.092645,0.049327,0.15676,0.10495,0.056927,0.084656,0.063023,0.13695,0.20329,0.088835,0.095448,0.21586,-0.00037001,0.71062,0.16985,0.15675,0.10265,0.34399,0.10363,0.13939,0.036854,0.062978,0.055849,0.17117
38.83,-1.1118,-3.0754,1,0.12398,0.02681,0.18517,0.30643,0.094693,0.067441,0.084986,0.0066073,0.08624,-0.0076309,-0.021604,-0.030638,-0.022208,0.082968,0.06855,0.05852,0.054117,0.18933,0.048684,-0.016218,-0.062112,0.026733,0.17259,0.023436,0.020006,-0.028046,-0.0052069,0.05699,0.024841,-0.03272,0.12939,0.052831,0.14042,0.17356,0.1767,0.31124,0.43122,0.33763,0.11536,-0.13577,0.25843,0.1856,0.16843,0.15143,0.11805,0.067709,0.21865,0.072322,0.064804,0.1247,0.10197,0.13874,0.20536,0.078303,0.10991,0.23286,-0.020373,0.61084,0.084331,0.14883,0.078418,0.3234,0.082842,0.17872,0.042394,0.079212,0.06119,0.22982
38.995,-1.1293,-3.0897,1,0.11998,0.048188,0.18737,0.31789,0.11236,0.086786,0.084589,-0.043084,0.066875,-0.028674,-0.034498,-0.0094853,0.010074,0.13133,0.11461,0.081378,0.081699,0.20332,0.029611,0.017313,-0.046754,0.053508,0.21018,0.077506,-0.0035082,0.0073765,-0.0085755,0.10343,0.064137,0.0073983,0.15207,0.046093,0.12773,0.1417,0.19868,0.41404,0.46658,0.39139,0.071988,-0.11196,0.32728,0.29132,0.20671,0.20955,0.13931,0.078759,0.26029,0.039693,0.078158,0.1639,0.14092,0.13874,0.20598,0.094481,0.1234,0.22934,-0.0080463,0.50937,0.028,0.14091,0.048105,0.31865,0.068777,0.20384,0.056273,0.10047,0.069948,0.23214
39.166,-1.1413,-3.1057,1,0.11598,0.066468,0.2081,0.30989,0.12038,0.10312,0.086873,-0.05556,0.054841,-0.025688,-0.0033287,0.01607,0.026621,0.16677,0.15612,0.10163,0.12255,0.1942,0.020661,0.036976,-0.028751,0.071396,0.23066,0.13399,0.050723,0.084345,0.015616,0.16612,0.1026,0.04987,0.15617,0.037691,0.078031,0.17665,0.26173,0.40949,0.41374,0.37725,0.046942,-0.084265,0.3186,0.36235,0.21408,0.25898,0.16058,0.079225,0.28861,0.043039,0.091512,0.1894,0.14698,0.13761,0.2066,0.11066,0.13688,0.23111,0.032713,0.54221,0.011958,0.12031,0.039576,0.30166,0.052484,0.22485,0.070152,0.12174,0.082182,0.22131
