Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57
75.998,-2.4092,0.6443,1,0.09142,-0.049235,0.1019,0.057779,0.10791,-0.0043802,0.41936,0.37773,0.52357,0.40863,0.31145,1.0426,0.41844,0.11,0.066877,0.13464,0.077476,0.25287,0.29511,0.052464,0.44001,0.15998,0.30731,0.19251,0.19251,0.13546,0.15358,0.304,0.095515,-0.16581,-0.11766,0.18597,0.0033326,0.33732,0.10297,0.060927,0.59504,0.19454,0.12612,0.027156,0.084722,0.096926,0.44607,0.27795,0.20861,0.046992,0.32552,-0.065322,0.13879,0.060224,0.06504,0.018433,0.28116,0.14042,0.76703,0.14708,-0.241
76.166,-2.3959,0.62961,1,0.043309,0.0053042,0.12586,0.028453,0.083176,0.0047449,0.44883,0.32446,0.53105,0.37582,0.34754,1.0793,0.45004,0.08688,0.076398,0.11017,0.074672,0.27476,0.30888,0.056437,0.47041,0.14724,0.32906,0.17769,0.17769,0.090927,0.1422,0.26446,0.11068,-0.15654,-0.12166,0.20381,0.026862,0.35669,0.12147,0.040371,0.63749,0.16128,0.11093,0.010356,0.025069,0.10664,0.50243,0.2833,0.25479,0.054943,0.27393,-0.076649,0.13782,-0.034319,0.083184,0.02858,0.37992,0.13305,0.76422,0.11825,-0.24429
76.331,-2.3921,0.60443,1,0.015803,0.064201,0.13444,0.0085398,0.074415,-0.00040477,0.4783,0.31973,0.5493,0.36504,0.38363,1.098,0.46738,0.090978,0.097029,0.085689,0.039023,0.29666,0.29558,0.068342,0.48411,0.14673,0.35081,0.17249,0.17249,0.04331,0.1455,0.22493,0.14298,-0.068124,-0.13098,0.20706,0.033051,0.37231,0.14135,0.019815,0.67994,0.13801,0.095734,-0.005358,-0.0045865,0.11224,0.52372,0.28669,0.28325,0.069146,0.22234,-0.062765,0.14823,-0.10493,0.085209,0.057554,0.41739,0.13395,0.76323,0.10483,-0.21659
76.497,-2.4174,0.58596,1,0.0039826,0.1231,0.16451,-0.0044169,0.13773,-0.0062018,0.48515,0.44592,0.62803,0.39565,0.36338,1.1399,0.46689,0.08889,0.10023,0.073776,0.011339,0.3309,0.27978,0.067245,0.47177,0.14226,0.28395,0.17833,0.17833,-0.011849,0.13006,0.18539,0.17575,0.013905,-0.16425,0.20353,0.029444,0.33113,0.17184,0.010009,0.66171,0.14753,0.13576,-0.0039162,-0.034241,0.088459,0.55846,0.27719,0.27578,0.09118,0.19044,0.010307,0.1642,-0.10562,0.073342,0.13261,0.41559,0.12876,0.7665,0.088527,-0.19683
76.667,-2.4296,0.57905,1,0.0061684,0.19039,0.16623,-0.017374,0.21059,-0.011999,0.47406,0.59719,0.66656,0.3891,0.20472,1.1735,0.4551,0.11847,0.10305,0.06203,-0.0062874,0.34567,0.26673,0.097855,0.42063,0.13457,0.21358,0.20457,0.20457,-0.035313,0.11211,0.15706,0.1655,0.094495,-0.19751,0.20116,0.025837,0.27258,0.20233,0.022001,0.64348,0.15024,0.1329,0.028391,-0.082462,0.066637,0.57683,0.26597,0.26831,0.11321,0.187,0.057278,0.15258,-0.11277,0.071423,0.16636,0.31929,0.12357,0.80926,0.056512,-0.14584
76.833,-2.4194,0.5876,1,0.0096651,0.25325,0.16886,0.0018699,0.23091,-0.043532,0.45642,0.78534,0.62883,0.37735,0.015164,1.1743,0.43093,0.13499,0.10194,0.058011,-0.011276,0.33523,0.25718,0.10653,0.36949,0.12675,0.17653,0.2252,0.2252,-0.0073849,0.082574,0.12874,0.15524,0.12248,-0.19064,0.18036,0.017126,0.22457,0.19777,0.014153,0.68607,0.14464,0.10273,0.040997,-0.13068,0.06207,0.55286,0.262,0.23795,0.11609,0.20594,0.19545,0.13885,-0.11884,0.069504,0.22559,0.22299,0.10994,0.85241,0.046326,-0.08153
76.997,-2.4036,0.58847,1,0.055317,0.25665,0.16723,0.023954,0.24565,-0.058774,0.47254,0.92031,0.582,0.32999,-0.13531,1.1152,0.40463,0.14906,0.090472,0.066447,-0.0079998,0.29554,0.24554,0.1152,0.32383,0.11334,0.13249,0.22894,0.22894,0.055348,0.064627,0.12613,0.11903,0.13326,-0.18376,0.15957,0.037844,0.17947,0.17607,0.011265,0.73372,0.13604,0.047912,0.052941,-0.1411,0.066816,0.50656,0.25803,0.2406,0.11896,0.25078,0.21784,0.12481,-0.12492,0.042923,0.24094,0.14631,0.10151,0.89555,0.041074,-0.017222
77.163,-2.3826,0.58769,1,0.056628,0.20379,0.18189,0.032651,0.22321,-0.046898,0.50829,1.0443,0.53078,0.2606,-0.28578,1.056,0.38535,0.14599,0.079002,0.074883,0.029928,0.2424,0.23742,0.10586,0.30695,0.10688,0.074583,0.2175,0.2175,0.12116,0.051576,0.25772,0.17912,0.12921,-0.19821,0.15382,0.038537,0.13484,0.15298,0.0083769,0.79982,0.13957,-0.006904,0.049289,-0.1407,0.075684,0.45977,0.24305,0.26123,0.10885,0.28635,0.32681,0.14929,-0.1399,0.016342,0.2311,0.13093,0.084819,0.97103,0.020423,0.04425
77.333,-2.3458,0.58433,1,0.070584,0.14209,0.16375,0.026105,0.13958,-0.030606,0.50343,0.86491,0.49482,0.19694,-0.41808,0.96343,0.36741,0.15154,0.086137,0.057027,0.076431,0.19778,0.21991,0.079479,0.31611,0.10437,0.042699,0.20689,0.20689,0.18698,0.071191,0.25632,0.13979,0.12392,-0.21124,0.14793,0.047664,0.11457,0.12989,0.014947,0.81481,0.1431,-0.06172,0.052282,-0.1336,0.08158,0.41298,0.22807,0.25535,0.090915,0.28851,0.33207,0.1621,-0.13393,0.019772,0.17996,0.11362,0.082098,1.0465,-0.014077,0.10364
77.498,-2.3394,0.56342,1,0.075044,0.090426,0.16529,0.019558,0.066969,-0.034289,0.46453,0.71603,0.51336,0.17046,-0.41199,0.8793,0.35305,0.14962,0.091685,0.039171,0.10772,0.18663,0.22148,0.047823,0.34117,0.10154,0.030344,0.20089,0.20089,0.21453,0.10862,0.36491,0.25416,0.10596,-0.22427,0.14087,0.056791,0.1267,0.11167,0.017946,0.82487,0.14986,-0.070873,0.03814,-0.10215,0.085521,0.4024,0.22355,0.24947,0.07947,0.27693,0.36342,0.20249,-0.11673,0.036376,0.17012,0.1229,0.087385,1.0767,-0.02299,0.098065
77.663,-2.3299,0.54699,1,0.084282,0.04319,0.15514,0.025388,0.051768,-0.037971,0.41952,0.49121,0.53586,0.14626,-0.28658,0.88182,0.35149,0.16076,0.099826,0.046324,0.13023,0.20174,0.23776,0.0061995,0.36623,0.093939,0.025493,0.20361,0.20361,0.23624,0.15763,0.38881,0.25827,0.088006,-0.25605,0.14975,0.11418,0.12833,0.12328,0.024515,0.78944,0.14004,-0.056025,0.052521,-0.070698,0.0923,0.41356,0.23229,0.27052,0.085964,0.26683,0.26289,0.24288,-0.089325,0.06288,0.10865,0.1378,0.11193,1.0758,-0.011931,0.046843
77.834,-2.317,0.5444,1,0.058607,0.0043921,0.15865,0.039777,0.069096,-0.042888,0.35848,0.33842,0.58058,0.22639,-0.2057,0.9691,0.35207,0.13808,0.10599,0.055569,0.12929,0.22851,0.25965,-0.025456,0.37765,0.086339,0.027634,0.21663,0.21663,0.22605,0.19425,0.41271,0.35038,0.059959,-0.29367,0.15971,0.14215,0.16325,0.13896,0.021667,0.75723,0.1551,-0.032852,0.054296,-0.07392,0.097091,0.46095,0.25293,0.25855,0.099854,0.25966,0.26236,0.27296,-0.066476,0.070152,0.087759,0.14151,0.13253,1.0409,-0.0058072,-0.0043795
78,-2.3127,0.54385,1,0.067845,0.013574,0.1747,0.054166,0.080684,-0.050028,0.26907,0.14806,0.62802,0.30869,-0.090478,1.0745,0.3647,0.11785,0.12291,0.069093,0.12156,0.2878,0.27354,-0.037525,0.41203,0.066984,0.11679,0.22052,0.22052,0.21557,0.22057,0.29544,0.22816,0.031912,-0.30998,0.17849,0.15002,0.18761,0.16206,0.018057,0.71388,0.14967,0.047582,0.068677,-0.080049,0.088873,0.64811,0.2977,0.20418,0.11374,0.24162,0.16183,0.28796,-0.047937,0.060176,0.065963,0.14522,0.14623,0.9937,0.00029481,-0.097673
78.164,-2.3157,0.54102,1,0.077155,0.040855,0.21779,0.033384,0.081976,-0.06456,0.17966,0.12644,0.6602,0.38523,-0.083003,1.1221,0.38942,0.095532,0.14825,0.096346,0.10086,0.35894,0.29128,-0.0080779,0.43991,0.042904,0.20596,0.19736,0.19736,0.20479,0.23321,0.31118,0.25976,0.013239,-0.3095,0.19858,0.14938,0.2183,0.18515,0.012063,0.67314,0.14424,0.15171,0.057099,-0.088679,0.083625,0.90197,0.33447,0.1887,0.12763,0.22591,0.14537,0.33206,-0.05036,0.0502,0.044166,0.13098,0.13763,0.93925,0.020246,-0.1853
78.33,-2.3133,0.53341,1,0.10482,0.10331,0.24844,0.010053,0.072236,-0.067097,0.12271,0.12656,0.65379,0.43902,0.13504,1.1375,0.41415,0.064868,0.17906,0.11334,0.077409,0.41613,0.28185,0.029497,0.46749,0.02383,0.26681,0.17005,0.17005,0.20027,0.22983,0.21952,0.12671,-0.028101,-0.30903,0.21868,0.14874,0.22648,0.2016,-0.012946,0.63859,0.13758,0.22936,0.033436,-0.10072,0.090463,1.1085,0.37051,0.17322,0.11608,0.21075,0.11812,0.37616,-0.027387,0.032952,0.02237,0.15082,0.11769,0.87239,0.041739,-0.23919
78.5,-2.2938,0.53672,1,0.12449,0.17203,0.28987,-0.034444,0.081198,-0.076935,0.13207,0.10137,0.64738,0.39058,0.18359,1.0196,0.4265,0.034554,0.19942,0.091794,0.038191,0.45314,0.24955,0.073222,0.49506,0.0050983,0.31215,0.13738,0.13738,0.19877,0.22552,0.14247,0.10461,-0.069442,-0.31273,0.21666,0.10993,0.23177,0.21007,-0.019727,0.58989,0.1558,0.31886,0.00086845,-0.10789,0.095807,1.0771,0.39161,0.15963,0.10271,0.20885,0.13526,0.45414,-0.03942,0.0082524,0.012723,0.16615,0.073226,0.80517,0.048709,-0.24703
78.666,-2.2754,0.54514,1,0.15025,0.23651,0.31856,-0.098441,0.087439,-0.1052,0.12176,0.11743,0.62758,0.26775,0.23214,0.81687,0.42797,0.035963,0.21101,0.068153,0.012298,0.48411,0.18743,0.10698,0.52221,-0.018111,0.35749,0.11355,0.11355,0.19722,0.22108,0.065426,0.0044326,-0.072956,-0.31058,0.19001,0.071114,0.19474,0.23948,-0.019306,0.56804,0.13924,0.39463,-0.033604,-0.089052,0.10115,1.0317,0.36244,0.1231,0.081932,0.20695,0.14169,0.53093,-0.0469,-0.017649,0.032997,0.19121,0.035775,0.76127,0.057768,-0.25488
78.83,-2.2442,0.5401,1,0.16003,0.25182,0.30122,-0.15434,0.12362,-0.13347,0.11302,0.09452,0.61316,0.17416,0.21567,0.691,0.42035,0.037711,0.21183,0.0452,-0.010051,0.48508,0.1333,0.13303,0.51891,-0.040908,0.35671,0.11352,0.11352,0.1956,0.21649,0.007273,0.010219,-0.074835,-0.29296,0.16042,0.075454,0.17682,0.27185,-0.016394,0.50122,0.12062,0.41315,-0.063549,-0.070211,0.12103,0.89499,0.31606,0.15968,0.083727,0.2447,0.15883,0.58483,-0.054381,-0.0055037,0.061368,0.20654,0.021657,0.71736,0.075038,-0.25792
78.997,-2.2149,0.53419,1,0.14855,0.22136,0.29997,-0.1303,0.1748,-0.14865,0.10428,0.11719,0.62447,0.093993,0.33379,0.70374,0.41853,0.039431,0.20278,0.041081,-0.026558,0.46983,0.092272,0.12985,0.46985,-0.058982,0.40826,0.15227,0.15227,0.1939,0.21175,0.016578,-0.034131,-0.056805,-0.26084,0.13579,0.08377,0.17438,0.29384,-0.010833,0.45024,0.10201,0.38067,-0.071197,-0.076838,0.13707,0.69157,0.28257,0.20083,0.085522,0.26204,0.14982,0.62131,-0.06578,0.0035869,0.098234,0.19657,0.010253,0.72978,0.084118,-0.26663
79.166,-2.1868,0.52608,1,0.11807,0.15742,0.29921,-0.094669,0.22599,-0.15219,0.1088,0.090272,0.66006,0.13172,0.22276,0.80125,0.42432,0.045949,0.18303,0.047912,-0.030407,0.45444,0.059344,0.1274,0.42079,-0.070448,0.47212,0.19056,0.19056,0.18172,0.20346,0.039446,-0.0032808,0.018541,-0.22342,0.12815,0.086587,0.17942,0.3124,0.012155,0.41201,0.093727,0.3359,-0.053356,-0.093189,0.14103,0.48852,0.24614,0.24197,0.10828,0.30254,0.10093,0.60826,-0.12077,0.015732,0.14788,0.14546,0.000167,0.7672,0.086661,-0.27155
79.331,-2.1621,0.53481,1,0.070638,0.11592,0.32075,-0.05412,0.25822,-0.14461,0.094486,0.11459,0.67606,0.26878,0.18049,0.97811,0.4375,0.052117,0.16688,0.077607,-0.0068671,0.40272,0.034568,0.12876,0.38746,-0.070823,0.47426,0.2189,0.2189,0.15952,0.19608,0.11884,0.0060667,0.08755,-0.18184,0.1325,0.063688,0.1794,0.33068,0.035142,0.39187,0.091787,0.24729,-0.034409,-0.11441,0.13703,0.50175,0.22294,0.23985,0.1293,0.30166,0.039407,0.55815,-0.14075,0.022376,0.21613,0.089257,0.014617,0.83847,0.081216,-0.22966
79.497,-2.1339,0.54256,1,0.03733,0.078278,0.3423,-0.0054712,0.24948,-0.13232,0.11587,0.072005,0.6903,0.47207,0.14191,1.1242,0.45866,0.058303,0.15702,0.1073,0.020268,0.35096,0.095618,0.13012,0.35554,-0.059929,0.45406,0.22757,0.22757,0.13765,0.18965,0.19183,0.05338,0.11952,-0.14403,0.16064,0.040789,0.18842,0.32427,0.055387,0.38841,0.10987,0.17114,-0.0044484,-0.14004,0.10259,0.5404,0.24348,0.26067,0.13998,0.29426,-0.011273,0.50805,-0.1322,0.082388,0.25445,0.014821,0.033761,0.9204,0.070597,-0.18778
79.667,-2.1,0.54081,1,0.0039872,0.097138,0.358,0.032861,0.25449,-0.11736,0.13478,0.06838,0.71655,0.64305,0.14813,1.1634,0.47786,0.06415,0.14716,0.1231,0.048848,0.32547,0.15667,0.13319,0.3489,-0.030382,0.42918,0.22155,0.22155,0.11418,0.17259,0.23181,0.040172,0.14695,-0.14473,0.19252,0.047633,0.20384,0.30748,0.077912,0.43963,0.12098,0.11377,0.02289,-0.16382,0.080962,0.58355,0.27655,0.25078,0.1281,0.26733,-0.035569,0.45534,-0.12365,0.073836,0.2798,-0.049888,0.04649,1.0005,0.051788,-0.17002
79.828,-2.0798,0.53192,1,-0.0093616,0.15251,0.34187,0.020603,0.22819,-0.099159,0.1537,0.019178,0.72485,0.80061,0.16595,1.1607,0.48118,0.069665,0.14067,0.095966,0.073487,0.33278,0.21226,0.13258,0.39451,-0.00083628,0.33858,0.19193,0.19193,0.10824,0.15654,0.22428,0.078138,0.16407,-0.16624,0.21944,0.060384,0.19753,0.30106,0.098562,0.5024,0.1321,0.090487,0.026827,-0.15543,0.056487,0.62671,0.30474,0.21222,0.11213,0.26567,-0.049148,0.38303,-0.13531,0.079999,0.27496,-0.05443,0.072023,1.0144,0.039783,-0.15228
80,-2.0636,0.51731,1,-0.0046545,0.2048,0.33992,-0.012614,0.21114,-0.084321,0.14497,0.020486,0.73977,0.84793,0.22258,1.1054,0.47691,0.063261,0.14564,0.068136,0.086986,0.34019,0.26393,0.13883,0.4319,0.016533,0.29281,0.17509,0.17509,0.11308,0.15752,0.18063,0.084881,0.1509,-0.19305,0.22936,0.081129,0.19123,0.29851,0.11155,0.55118,0.13586,0.11246,0.015038,-0.1386,0.038699,0.66203,0.28648,0.17366,0.098908,0.32752,-0.012047,0.36011,-0.13991,0.083107,0.24791,-0.047865,0.099552,1.0114,0.042359,-0.16254
80.163,-2.0591,0.50149,1,0.027219,0.21695,0.31566,-0.044321,0.19378,-0.066202,0.1215,0.043542,0.77429,0.83879,0.26062,1.0501,0.46603,0.056193,0.14625,0.068937,0.072513,0.3948,0.3156,0.13293,0.43699,0.01317,0.27944,0.16384,0.16384,0.13497,0.16066,0.15844,0.12919,0.14406,-0.22279,0.23271,0.10892,0.20511,0.29623,0.1169,0.57638,0.13128,0.14728,0.0045485,-0.12176,0.015908,0.68417,0.25527,0.1897,0.089263,0.33263,0.055362,0.32567,-0.13551,0.093898,0.20464,-0.037337,0.091638,0.96566,0.075409,-0.21999
80.333,-2.0527,0.48514,1,0.047592,0.2146,0.2914,-0.025665,0.20282,-0.041591,0.098036,0.093971,0.73925,0.7559,0.29499,1.0322,0.4208,0.048108,0.14021,0.069737,0.050045,0.43738,0.31606,0.13995,0.42729,-0.0095408,0.276,0.19149,0.19149,0.16368,0.16598,0.14265,0.11875,0.1343,-0.2623,0.17205,0.13951,0.219,0.28364,0.12225,0.5853,0.11657,0.18504,0.001766,-0.10245,0.037423,0.61016,0.21179,0.27417,0.11073,0.37146,0.12264,0.28738,-0.12942,0.072588,0.17873,-0.011564,0.079031,0.91988,0.12014,-0.24421
80.499,-2.0511,0.49195,1,0.093066,0.17468,0.31347,0.0077417,0.20432,-0.019651,0.15203,0.15135,0.68163,0.67392,0.3354,0.96149,0.37753,0.040024,0.13345,0.07829,0.027577,0.432,0.32088,0.14303,0.37137,-0.046504,0.19562,0.19728,0.19728,0.19434,0.18292,0.21625,0.18822,0.13164,-0.27879,0.10765,0.14942,0.19219,0.27106,0.12358,0.60552,0.13062,0.20078,0.0030725,-0.084983,0.047754,0.5122,0.15576,0.4213,0.14477,0.38309,0.14963,0.24909,-0.12333,0.099043,0.16497,0.027834,0.066791,0.88643,0.16674,-0.15044
80.663,-2.051,0.49285,1,0.14906,0.13476,0.33554,0.073413,0.24122,-0.010716,0.29128,0.22021,0.61494,0.50875,0.34775,0.96821,0.36364,0.037916,0.11719,0.10797,0.014306,0.38881,0.3261,0.15307,0.31546,-0.038912,0.12861,0.20306,0.20306,0.21478,0.15944,0.30911,0.1542,0.12605,-0.29527,0.058483,0.15934,0.17775,0.2404,0.11742,0.65419,0.14467,0.20974,0.028306,-0.088119,0.064772,0.4062,0.13261,0.59254,0.21015,0.41707,0.17661,0.23003,-0.080156,0.1403,0.15832,0.059945,0.041747,0.88764,0.21286,-0.042986
80.834,-2.0553,0.4999,1,0.17517,0.11216,0.34324,0.15553,0.27725,-0.0020658,0.44649,0.27266,0.52051,0.36809,0.33987,0.94464,0.34975,0.05465,0.093258,0.14062,0.015331,0.34562,0.3122,0.15161,0.32744,-0.015008,0.059817,0.18723,0.18723,0.22506,0.12311,0.42454,0.17865,0.13022,-0.29081,0.033694,0.16812,0.1633,0.18658,0.094027,0.69603,0.17607,0.20944,0.056779,-0.094491,0.062744,0.30168,0.15083,0.69725,0.26253,0.36733,0.23126,0.31518,-0.075701,0.18407,0.1611,0.13541,0.0071305,0.91308,0.20435,0.088674
81,-2.0563,0.50956,1,0.20386,0.10101,0.33901,0.23766,0.31328,0.013904,0.57957,0.26738,0.4135,0.27736,0.30611,0.92107,0.30232,0.059971,0.073968,0.13851,0.028845,0.33124,0.2972,0.169,0.35599,0.028005,0.053838,0.17513,0.17513,0.22864,0.07189,0.49331,0.12654,0.14243,-0.31063,0.0035989,0.16368,0.20034,0.12548,0.055161,0.75753,0.16895,0.19862,0.094628,-0.089176,0.067403,0.19662,0.17491,0.71503,0.3149,0.41972,0.29534,0.33271,-0.032525,0.22322,0.16903,0.17156,0.0079569,0.97654,0.16727,0.44424
81.165,-2.0652,0.51456,1,0.21756,0.067588,0.3323,0.23359,0.32805,0.022426,0.71265,0.22886,0.36809,0.20357,0.27235,0.77139,0.287,0.051454,0.055422,0.13639,0.028445,0.32887,0.24871,0.17347,0.34082,0.086132,0.06027,0.12972,0.12972,0.22541,0.015627,0.56208,0.16068,0.15463,-0.29331,0.037453,0.1247,0.26163,0.075629,0.016296,0.76853,0.16721,0.18488,0.10899,-0.083725,0.077711,0.1398,0.20592,0.6644,0.3465,0.42325,0.35941,0.35408,-0.005429,0.21548,0.21588,0.24029,0.0084171,1.0436,0.12098,0.76657
81.331,-2.0673,0.52075,1,0.22844,0.048913,0.31635,0.217,0.33307,0.052858,0.77789,0.18339,0.32357,0.14366,0.22561,0.66974,0.25106,0.036022,0.029332,0.12056,0.023011,0.3246,0.18423,0.1739,0.2969,0.15035,0.094503,0.10617,0.10617,0.24193,-0.040637,0.56254,0.17037,0.14683,-0.28452,0.071141,0.083018,0.39052,0.021564,-0.026306,0.73289,0.1231,0.17436,0.11926,-0.069446,0.088011,0.075428,0.22992,0.55711,0.37987,0.47215,0.42668,0.34176,0.033519,0.20774,0.20646,0.26043,0.007789,1.0966,0.072235,1.0041
81.5,-2.0662,0.51648,1,0.20783,0.0025585,0.29246,0.19888,0.32986,0.093956,0.76307,0.1096,0.28191,0.22545,0.20692,0.46032,0.1819,0.014613,0.017923,0.1077,0.015911,0.30556,0.1148,0.16,0.26362,0.1763,0.11331,0.075892,0.075892,0.2548,-0.051828,0.5344,0.24295,0.13903,-0.27574,0.087834,0.05999,0.46347,-0.01044,-0.055224,0.65456,0.099988,0.13084,0.12268,-0.0088507,0.09831,0.017903,0.20288,0.44982,0.38599,0.4822,0.47284,0.32982,0.04765,0.17353,0.21336,0.35047,-0.0021492,1.1108,0.024774,1.2168
81.665,-2.0646,0.51065,1,0.25201,-0.058034,0.25306,0.17623,0.32094,0.13956,0.69635,0.058178,0.23948,0.23934,0.19601,0.28118,0.10864,-0.0074403,0.01484,0.092583,-0.012334,0.22159,0.068425,0.12273,0.16285,0.19615,0.089067,0.054457,0.054457,0.29432,-0.033844,0.46596,0.26749,0.13355,-0.29447,0.070655,0.035603,0.43546,-0.01794,-0.075896,0.57931,0.033472,0.088177,0.12165,0.053308,0.092025,-0.033634,0.17257,0.39753,0.30237,0.48872,0.43568,0.24606,0.13792,0.10007,0.19964,0.31551,0.0067947,1.0657,0.022361,1.4295
81.83,-2.0672,0.49739,1,0.24494,-0.11863,0.23333,0.14989,0.32102,0.17711,0.6999,0.023889,0.20962,0.32113,0.21097,0.11932,0.06713,-0.0080816,0.011757,0.081823,-0.041395,0.097988,0.025378,0.078755,0.069893,0.21109,0.030504,0.036708,0.036708,0.31735,-0.003144,0.47657,0.2798,0.12439,-0.28599,0.06889,0.051223,0.35874,-0.018165,-0.069654,0.50781,0.017291,0.056029,0.11246,0.10808,0.085741,-0.071446,0.13887,0.39202,0.21875,0.46366,0.35891,0.26209,0.1575,0.026613,0.18373,0.34408,0.013958,1.0444,0.025871,1.4183
81.997,-2.0744,0.4897,1,0.27148,-0.1524,0.21459,0.15937,0.3327,0.21428,0.68613,0.017944,0.18773,0.32437,0.22594,0.084693,0.030767,0.00577,0.0068947,0.08143,-0.050836,0.025163,0.01769,0.041584,0.062733,0.23007,-0.028058,0.027699,0.027699,0.35711,0.026873,0.51989,0.22264,0.13529,-0.28871,0.067713,0.039662,0.32724,-0.018834,-0.059422,0.49256,-0.0042801,0.030618,0.11761,0.16546,0.093476,-0.076958,0.10517,0.38617,0.15685,0.42831,0.29639,0.27812,0.2071,0.030557,0.1035,0.32819,0.021487,0.97447,0.041397,1.4418
82.167,-2.0787,0.48532,1,0.28567,-0.1749,0.19717,0.18194,0.34493,0.22134,0.68968,0.021155,0.17642,0.31372,0.23066,0.13059,0.015026,0.026537,0.010297,0.095932,-0.055243,-0.013137,0.021857,0.019943,0.13069,0.25629,-0.064723,0.048751,0.048751,0.37497,0.05689,0.56322,0.18023,0.16202,-0.25928,0.0667,0.0281,0.25339,-0.021727,-0.035737,0.5197,-0.0048506,0.0052068,0.12276,0.21401,0.098068,-0.058359,0.078483,0.3743,0.088712,0.40674,0.23792,0.2799,0.26983,0.034501,0.072655,0.34726,0.019707,0.90798,0.057518,1.4653
82.331,-2.0928,0.47318,1,0.31091,-0.18099,0.18714,0.19135,0.39615,0.20732,0.68805,0.054691,0.19793,0.24457,0.23538,0.28237,0.067156,0.046946,0.0038075,0.1185,-0.04902,-0.027284,0.04875,0.012627,0.22974,0.27621,-0.08596,0.097495,0.097495,0.38956,0.091999,0.53569,0.12297,0.1438,-0.22985,0.047957,-0.0021199,0.18826,-0.028609,-0.012227,0.60317,-0.027516,0.0069095,0.12696,0.2301,0.10103,-0.038578,0.10224,0.36244,0.020579,0.41203,0.20057,0.28168,0.35001,0.038024,0.040059,0.28872,0.049646,0.86279,0.074217,1.4609
82.496,-2.1004,0.4634,1,0.23831,-0.17581,0.19281,0.15514,0.44471,0.18537,0.73832,0.095348,0.2443,0.21831,0.17946,0.44218,0.12339,0.061577,0.00090906,0.14034,-0.015893,0.029252,0.080398,-0.0042762,0.35902,0.27678,-0.097643,0.14624,0.14624,0.38765,0.14071,0.5468,0.048882,0.12326,-0.16618,0.038036,-0.018694,0.21923,-0.034337,0.027817,0.69895,-0.018805,0.001715,0.12865,0.24725,0.13043,-0.018797,0.13897,0.36004,0.027995,0.41732,0.15153,0.25119,0.39618,0.071085,0.034597,0.30207,0.070275,0.8742,0.0814,1.2473
82.667,-2.1075,0.45969,1,0.20253,-0.17124,0.19074,0.12263,0.38282,0.15706,0.69702,0.14128,0.33268,0.126,0.2114,0.59451,0.1851,0.087723,0.011353,0.14235,0.022375,0.1165,0.129,-0.021179,0.48048,0.27518,-0.080578,0.19341,0.19341,0.39842,0.16615,0.48818,0.044616,0.10749,-0.14031,0.018621,-0.043125,0.25507,-0.021905,0.064066,0.78243,-0.0074138,0.0025506,0.095274,0.2601,0.15631,0.048932,0.188,0.37553,0.035411,0.43034,0.10249,0.21146,0.40377,0.10415,0.031552,0.32264,0.09501,0.87355,0.083288,0.96792
82.832,-2.1306,0.43849,1,0.14549,-0.13322,0.19571,0.076688,0.32093,0.10668,0.65008,0.19807,0.444,0.10283,0.065709,0.75816,0.25203,0.11914,0.033664,0.12807,0.061195,0.15948,0.18924,-0.037466,0.56862,0.24591,-0.038449,0.23873,0.23873,0.36797,0.24129,0.39685,0.04254,0.071655,-0.12682,0.0023196,0.0065382,0.23218,-0.0030988,0.096324,0.84111,0.023436,0.0011507,0.049912,0.26687,0.14865,0.1261,0.23862,0.39136,0.042703,0.45015,0.059118,0.16849,0.32135,0.096519,0.042708,0.28405,0.11693,0.88606,0.074278,0.6198
82.998,-2.1439,0.44825,1,0.073731,-0.09638,0.19847,0.033382,0.27077,0.063738,0.55497,0.21921,0.54631,0.15983,0.11554,0.87627,0.32372,0.14912,0.055975,0.11971,0.086735,0.21037,0.24924,-0.033705,0.60869,0.20303,0.061342,0.25276,0.25276,0.33582,0.2787,0.30552,0.059515,0.050599,-0.13695,0.015649,0.056201,0.21757,0.023628,0.11682,0.87575,0.074306,0.0048601,0.0023763,0.26767,0.14099,0.19875,0.29009,0.41356,0.061421,0.46317,0.011685,0.21538,0.21394,0.097889,0.068262,0.25986,0.13676,0.9153,0.065268,0.24656
