Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57
83.163,-2.1581,0.43326,1,0.0031914,-0.035391,0.20402,-0.0099235,0.18106,0.036621,0.45652,0.22294,0.61423,0.21683,0.11624,0.88331,0.35015,0.17947,0.082881,0.10556,0.073334,0.27188,0.26691,-0.024667,0.58972,0.15447,0.16113,0.24704,0.24704,0.30367,0.31543,0.26215,0.076489,0.07196,-0.16028,0.048472,0.1011,0.23659,0.052231,0.12856,0.85672,0.10625,0.040642,-0.037602,0.25808,0.13225,0.26596,0.31195,0.43576,0.060593,0.40244,-0.035748,0.255,0.13612,0.086955,0.093816,0.20761,0.13418,0.92798,0.056241,-0.092397
83.334,-2.1643,0.40925,1,-0.013863,0.031854,0.20735,-0.0040057,0.091348,0.0045712,0.36141,0.17768,0.68502,0.27339,0.21894,0.88232,0.37658,0.18142,0.10414,0.091411,0.035025,0.34346,0.27982,0.018742,0.54835,0.11958,0.46241,0.2401,0.2401,0.27152,0.30058,0.24446,0.14459,0.093322,-0.21542,0.074361,0.12596,0.26048,0.077805,0.12377,0.81225,0.16823,0.082897,-0.073721,0.23259,0.12602,0.32871,0.32412,0.39981,0.091626,0.36649,0.0092518,0.30189,0.063894,0.083226,0.11613,0.18914,0.13161,0.91038,0.056731,-0.21998
83.499,-2.1702,0.39528,1,-0.017375,0.099718,0.22887,0.0032317,0.12929,-0.04373,0.29637,0.17376,0.7138,0.3375,0.18465,0.89407,0.39341,0.16253,0.11206,0.1205,-0.0076076,0.38433,0.27848,0.080298,0.50066,0.086881,0.75127,0.22973,0.22973,0.22333,0.31807,0.27443,0.18354,0.093411,-0.23275,0.10025,0.12995,0.29049,0.1008,0.13227,0.76083,0.21246,0.11912,-0.068687,0.18375,0.12331,0.34351,0.32924,0.34598,0.12266,0.33273,0.085033,0.3333,0.053215,0.079498,0.16201,0.11917,0.13349,0.85983,0.065542,-0.28174
83.664,-2.1782,0.38879,1,-0.010557,0.1266,0.24483,0.032277,0.17263,-0.07537,0.35124,0.11529,0.70475,0.4647,0.31312,0.88665,0.40166,0.14578,0.12228,0.1452,-0.052835,0.41617,0.27606,0.12021,0.44175,0.085061,0.77778,0.20816,0.20816,0.19061,0.27723,0.30469,0.25164,0.093501,-0.23279,0.10863,0.11231,0.29533,0.11663,0.14078,0.71685,0.24976,0.15084,-0.061069,0.11667,0.10856,0.32455,0.31947,0.30543,0.14343,0.32412,0.18496,0.36394,0.03835,0.090116,0.22773,0.11352,0.13818,0.84836,0.073846,-0.30917
83.825,-2.1817,0.38011,1,0.013207,0.14104,0.26493,0.045584,0.20851,-0.10084,0.39047,0.12575,0.66274,0.51174,0.24912,0.83576,0.39444,0.13883,0.10821,0.1666,-0.07186,0.38007,0.27363,0.13625,0.34848,0.084348,0.74419,0.17325,0.17325,0.16172,0.27357,0.44333,0.2546,0.10538,-0.22852,0.099007,0.069602,0.28661,0.13096,0.11853,0.65076,0.25451,0.17646,-0.051278,0.05557,0.0938,0.29771,0.30896,0.30473,0.14465,0.26966,0.28489,0.32853,0.075853,0.091738,0.26366,0.082244,0.14497,0.86789,0.071464,-0.2398
84,-2.1944,0.36955,1,0.035752,0.14495,0.28281,0.072289,0.2444,-0.12957,0.5066,0.14012,0.60787,0.54648,0.19852,0.77655,0.3668,0.13188,0.098,0.18312,-0.067608,0.3075,0.27036,0.14158,0.27253,0.11438,0.69135,0.12611,0.12611,0.14273,0.24619,0.59427,0.25953,0.1267,-0.19958,0.080452,0.016994,0.25389,0.13231,0.097879,0.58467,0.25949,0.14483,-0.04366,0.00070886,0.075963,0.25542,0.28843,0.30402,0.13423,0.27374,0.35189,0.3004,0.061197,0.080437,0.31282,0.079019,0.13875,0.90707,0.066383,-0.16152
84.166,-2.1995,0.36526,1,0.058297,0.12899,0.30119,0.081978,0.30379,-0.14996,0.54583,0.1944,0.54639,0.55862,0.14196,0.69094,0.32462,0.14766,0.079265,0.18811,-0.050403,0.21347,0.26333,0.11746,0.20721,0.15144,0.42746,0.080205,0.080205,0.13544,0.22789,0.56595,0.18806,0.14112,-0.17797,0.069505,-0.031314,0.19451,0.11558,0.068829,0.53382,0.22207,0.10838,-0.028268,-0.042538,0.058126,0.20363,0.2679,0.35805,0.11438,0.2555,0.32914,0.26499,0.046541,0.062479,0.35293,0.052641,0.13254,0.96185,0.053032,-0.047296
84.33,-2.1915,0.36797,1,0.059023,0.094268,0.30139,0.10637,0.35279,-0.15409,0.66749,0.30023,0.47728,0.54378,0.10401,0.54566,0.28881,0.151,0.065809,0.1649,-0.02372,0.11945,0.25346,0.063492,0.14963,0.18753,0.15821,0.048735,0.048735,0.14801,0.20415,0.51939,0.14792,0.16081,-0.1762,0.05033,-0.079622,0.12414,0.077895,0.026482,0.53544,0.18071,0.06937,-0.022494,-0.057743,0.030137,0.15184,0.24737,0.39278,0.089755,0.26688,0.34026,0.23176,0.031884,0.033203,0.36988,0.046315,0.12616,1.0126,0.02733,0.10682
84.496,-2.1669,0.35475,1,0.054459,0.052037,0.29409,0.11034,0.39639,-0.11429,0.6227,0.47321,0.40835,0.40978,0.08094,0.40039,0.25079,0.16361,0.058235,0.14287,0.014893,0.039845,0.22638,0.0047248,0.12381,0.21539,0.17158,0.033051,0.033051,0.16961,0.21226,0.47614,0.067389,0.1795,-0.19722,0.033492,-0.092785,0.066081,0.036082,-0.0084715,0.55314,0.10608,0.011891,-0.016894,-0.054704,0.043889,0.1284,0.23441,0.40436,0.050062,0.27826,0.24268,0.18775,0.065843,-0.01042,0.35505,0.03999,0.11977,1.0561,0.0016281,0.22067
84.666,-2.1416,0.33382,1,0.045282,-0.0049656,0.29063,0.1143,0.38213,-0.075332,0.64122,0.56467,0.37238,0.27578,0.057866,0.39171,0.22349,0.15623,0.074958,0.11823,0.05317,0.023944,0.21719,-0.059566,0.18475,0.24085,0.44352,0.063753,0.063753,0.1875,0.21841,0.34872,0.018189,0.16222,-0.21706,0.0050192,-0.080879,0.020969,-0.005731,-0.0078563,0.59294,0.053076,-0.048716,-0.028187,-0.042429,0.047544,0.11746,0.2345,0.31221,0.01037,0.31969,0.23397,0.18265,0.047432,-0.016382,0.34716,0.036729,0.10477,1.0549,-0.013967,0.26972
84.832,-2.1426,0.31849,1,0.038485,-0.073898,0.27872,0.076552,0.32633,-0.036802,0.56936,0.51181,0.36435,0.15408,0.099524,0.43591,0.20582,0.15518,0.069599,0.099325,0.093254,0.050406,0.23839,-0.11843,0.25559,0.22818,0.73472,0.11516,0.11516,0.1901,0.2392,0.2213,-0.017368,0.12219,-0.23154,-0.014518,-0.05791,0.010086,-0.011687,-0.0065926,0.63284,0.01497,-0.074116,-0.025223,-0.012738,0.060255,0.14601,0.24193,0.21914,-0.0019116,0.33429,0.16637,0.21487,0.04601,0.0033037,0.30164,0.047844,0.10278,1.0527,-0.01743,0.31471
84.996,-2.1449,0.30193,1,0.029308,-0.1309,0.27697,0.043763,0.24703,0.0062883,0.56296,0.45004,0.38965,0.12004,0.098019,0.51489,0.2107,0.14779,0.069519,0.091944,0.13065,0.093547,0.26535,-0.13284,0.31682,0.21416,0.95807,0.17237,0.17237,0.181,0.25465,0.2491,0.042654,0.10491,-0.22921,-0.047879,-0.049948,0.052299,0.0089143,0.003581,0.72397,-0.0058861,-0.084267,-0.02786,0.025714,0.072966,0.20219,0.24976,0.13154,0.024341,0.38449,0.16343,0.2471,0.058509,0.035425,0.2599,0.054911,0.10289,1.0536,-0.021055,0.32161
85.167,-2.1534,0.29162,1,0.039963,-0.15044,0.26677,-0.0012936,0.15826,0.024754,0.48356,0.3239,0.43832,0.11297,0.11851,0.63101,0.2189,0.15917,0.059376,0.082705,0.15857,0.14048,0.29481,-0.1337,0.37661,0.20388,1.066,0.22379,0.22379,0.18354,0.26646,0.27495,0.049213,0.09514,-0.20705,-0.07301,-0.041986,0.094511,0.053908,0.02789,0.77815,0.0017251,-0.073199,-0.030498,0.067195,0.11816,0.25869,0.25759,0.10131,0.038929,0.34776,0.090414,0.23156,0.07716,0.069837,0.20615,0.061978,0.09638,1.0586,-0.016226,0.23897
85.334,-2.152,0.28751,1,0.029643,-0.13767,0.3017,-0.034291,0.071894,0.013801,0.47546,0.16906,0.52173,0.14066,0.13901,0.74712,0.23269,0.14439,0.058086,0.081365,0.17354,0.17552,0.33039,-0.11554,0.40879,0.192,1.2494,0.27112,0.27112,0.20326,0.28079,0.33129,0.11509,0.086667,-0.17149,-0.083496,-0.055044,0.14361,0.1396,0.049411,0.78096,0.058957,-0.0084525,-0.040458,0.10868,0.13367,0.30348,0.26149,0.093006,0.080153,0.29784,0.082062,0.22159,0.091083,0.10355,0.15559,0.054718,0.089262,1.0235,-0.011397,0.18285
85.497,-2.1549,0.26698,1,0.034043,-0.09247,0.30035,-0.061039,0.054822,-0.0017135,0.41335,0.053319,0.62761,0.16835,0.17235,0.7608,0.25701,0.1398,0.056831,0.080025,0.16733,0.24408,0.34808,-0.093788,0.41119,0.16512,1.0312,0.27341,0.27341,0.22669,0.29763,0.32933,0.14402,0.10112,-0.14142,-0.044058,-0.062443,0.1822,0.22435,0.068153,0.75368,0.09836,0.085402,-0.033525,0.14092,0.16685,0.36131,0.25224,0.13664,0.10292,0.23856,0.0097376,0.20605,0.096701,0.09961,0.097602,0.053887,0.087921,0.98562,0.0057624,0.075377
85.663,-2.1473,0.27698,1,0.036062,-0.029164,0.32558,-0.053019,0.079288,-0.011405,0.33959,0.054859,0.71841,0.24619,0.18055,0.73973,0.27997,0.12301,0.076081,0.075557,0.14688,0.30181,0.35586,-0.053436,0.41091,0.1442,0.82991,0.266,0.266,0.24093,0.30867,0.28932,0.19428,0.15222,-0.14843,-0.0046199,-0.034633,0.23024,0.31652,0.097286,0.71972,0.16337,0.22031,-0.039157,0.1659,0.20981,0.40053,0.25359,0.1812,0.13482,0.22583,0.031299,0.17943,0.099504,0.1269,0.07229,0.038678,0.072654,0.94559,0.014223,-0.042819
85.833,-2.1404,0.26205,1,0.048729,0.047378,0.32423,-0.04301,0.10416,-0.025656,0.27394,0.0564,0.7693,0.27504,0.24332,0.65885,0.29062,0.10353,0.090851,0.086409,0.11181,0.34847,0.3286,-0.01247,0.44746,0.1146,0.67954,0.25565,0.25565,0.25008,0.31994,0.24722,0.15414,0.19811,-0.17187,0.054119,0.010279,0.23216,0.36992,0.1259,0.60641,0.20277,0.34433,-0.040771,0.17672,0.25276,0.41648,0.25455,0.20196,0.12282,0.17503,0.050789,0.1528,0.060767,0.1484,0.041572,0.048031,0.052459,0.88541,0.035556,-0.16288
85.999,-2.138,0.25353,1,0.057849,0.10522,0.34945,-0.054607,0.12268,-0.015836,0.29786,0.031744,0.79697,0.24517,0.3146,0.57797,0.30273,0.070568,0.1104,0.10069,0.065166,0.40522,0.2818,0.026651,0.48402,0.081413,0.64175,0.24394,0.24394,0.24007,0.29145,0.20916,0.2471,0.24337,-0.18419,0.11402,0.02396,0.26213,0.43646,0.12203,0.4388,0.20576,0.44921,-0.038355,0.17981,0.24349,0.38263,0.24159,0.18207,0.13263,0.18155,0.10056,0.17903,0.015185,0.15884,0.024496,0.06846,0.024343,0.82523,0.054783,-0.23143
86.163,-2.1362,0.2392,1,0.10337,0.18675,0.32357,-0.066407,0.13879,-0.029866,0.31998,0.056976,0.8046,0.23661,0.36392,0.51549,0.31484,0.047096,0.11121,0.11619,0.01312,0.46845,0.22889,0.065772,0.45086,0.049038,0.46469,0.23359,0.23359,0.18747,0.24078,0.18115,0.22853,0.25124,-0.11402,0.17058,0.027681,0.28732,0.4709,0.11354,0.31583,0.17985,0.51184,-0.022769,0.1423,0.23423,0.34662,0.23044,0.15013,0.14919,0.22318,0.13639,0.21453,-0.023552,0.15414,0.067498,0.10446,-0.0031598,0.78102,0.079821,-0.28574
86.334,-2.1299,0.22405,1,0.12621,0.23038,0.35812,-0.084458,0.14746,-0.054699,0.37045,0.082209,0.78977,0.23349,0.39295,0.52929,0.32434,0.058075,0.11497,0.12812,-0.039886,0.49447,0.20074,0.10096,0.40989,0.036958,0.42181,0.26387,0.26387,0.13486,0.19011,0.23638,0.30818,0.23984,-0.043857,0.15589,0.020882,0.31537,0.50629,0.099032,0.22294,0.20327,0.48767,-0.006246,0.091295,0.19639,0.31367,0.21928,0.13755,0.1842,0.27932,0.16363,0.26996,-0.054678,0.14943,0.17359,0.14219,-0.034009,0.79988,0.093109,-0.28565
86.499,-2.1122,0.22377,1,0.14957,0.27057,0.36595,-0.082147,0.15612,-0.080794,0.43824,0.13448,0.74729,0.18023,0.35601,0.56603,0.32953,0.077048,0.11348,0.13245,-0.080458,0.48095,0.18349,0.15905,0.357,0.035852,0.36201,0.29415,0.29415,0.14838,0.14769,0.32965,0.28961,0.20765,-0.0091849,0.14121,-0.012666,0.31638,0.48592,0.080011,0.18293,0.20598,0.38878,0.0085861,0.025182,0.15561,0.28349,0.20121,0.12817,0.19772,0.31045,0.18004,0.27101,-0.080403,0.11666,0.23811,0.14115,-0.033766,0.78692,0.10119,-0.24726
86.665,-2.0865,0.23387,1,0.16414,0.28287,0.39191,-0.073384,0.16437,-0.10022,0.50603,0.17763,0.70905,0.12696,0.25234,0.65422,0.33881,0.11588,0.11637,0.12399,-0.10332,0.44693,0.2174,0.16593,0.26628,0.043419,0.31764,0.31701,0.31701,0.16698,0.094137,0.38648,0.28949,0.19163,0.0366,0.12575,-0.043898,0.31768,0.49172,0.041801,0.17266,0.22388,0.28989,0.030951,-0.038844,0.10473,0.2868,0.18916,0.1426,0.21254,0.34345,0.19853,0.27206,-0.078509,0.097456,0.34332,0.11377,-0.015289,0.82593,0.081081,-0.1899
86.829,-2.0756,0.21719,1,0.14216,0.27041,0.39975,-0.046774,0.18447,-0.095567,0.48277,0.18589,0.66554,0.11455,0.14868,0.7424,0.34412,0.16187,0.11926,0.11534,-0.085436,0.3939,0.26624,0.17281,0.18458,0.055993,0.29375,0.32574,0.32574,0.20783,0.080351,0.42603,0.18941,0.17561,0.071272,0.11558,-0.034482,0.27789,0.46075,0.04114,0.21644,0.24781,0.19149,0.049258,-0.097901,0.080174,0.31572,0.20934,0.15959,0.20675,0.37458,0.19214,0.26354,-0.057102,0.090464,0.40784,0.073815,0.011109,0.91907,0.05246,-0.11593
86.995,-2.04,0.19816,1,0.099715,0.20582,0.4222,-0.020144,0.18824,-0.06247,0.47682,0.116,0.61561,0.12617,0.066993,0.80257,0.34335,0.18141,0.10686,0.1067,-0.04725,0.31835,0.30993,0.17968,0.19017,0.094224,0.24794,0.33335,0.33335,0.2617,0.06011,0.43664,0.17092,0.19668,0.020237,0.10541,0.0067682,0.2381,0.39655,0.042567,0.26248,0.25915,0.073528,0.061718,-0.093244,0.055614,0.32268,0.24135,0.18495,0.15535,0.38565,0.20608,0.25498,-0.036389,0.11828,0.41423,0.03262,0.023211,1.0363,0.013231,-0.042826
87.165,-2.0059,0.18816,1,0.079469,0.15051,0.42245,0.0064861,0.20008,-0.0099225,0.44695,0.046103,0.54365,0.10831,0.1029,0.71692,0.33164,0.16794,0.10089,0.10479,0.0099972,0.23775,0.32257,0.17714,0.19451,0.12875,0.29735,0.31467,0.31467,0.31557,0.03987,0.35333,0.097536,0.21271,-0.064292,0.10291,0.052879,0.18235,0.32603,0.050023,0.32818,0.22364,0.010214,0.054119,-0.07487,0.052043,0.2907,0.27336,0.19653,0.082298,0.35454,0.20375,0.219,-0.014982,0.12713,0.36288,-0.008576,0.041494,1.052,-0.035688,0.052516
87.33,-1.9822,0.17141,1,0.0587,0.09127,0.4313,0.0063022,0.19086,0.042625,0.44404,-0.022653,0.49663,0.1037,0.20092,0.62571,0.31658,0.15651,0.087243,0.10523,0.059477,0.18755,0.31876,0.10387,0.21696,0.15942,0.35759,0.29982,0.29982,0.30007,0.038352,0.31672,0.16077,0.21207,-0.093218,0.099954,0.088566,0.13395,0.27704,0.05211,0.38902,0.18015,-0.023557,0.046521,-0.04659,0.038059,0.25323,0.29448,0.196,0.047024,0.37015,0.21018,0.22929,0.0088831,0.1194,0.34483,0.0049323,0.050665,1.0933,-0.075239,0.12029
87.496,-1.9703,0.16224,1,0.042577,0.037087,0.44014,0.023775,0.20908,0.080118,0.43055,-0.048681,0.45271,0.099097,0.26129,0.5345,0.29825,0.13663,0.081372,0.079823,0.11246,0.16133,0.29685,0.064788,0.23942,0.19242,0.41931,0.29539,0.29539,0.28456,0.060211,0.28217,0.16714,0.18196,-0.12214,0.088366,0.1135,0.10494,0.23404,0.064227,0.40844,0.13455,-0.054706,0.027372,-0.0091115,0.03417,0.19459,0.30245,0.19547,-0.0070443,0.3367,0.18568,0.23958,0.032772,0.09811,0.29316,0.031258,0.044425,1.109,-0.091042,0.18155
87.666,-1.9563,0.15497,1,0.055849,0.0076602,0.42188,0.041247,0.21455,0.094092,0.43092,0.11933,0.42154,0.13459,0.28653,0.5051,0.27906,0.11451,0.067824,0.054416,0.13131,0.14256,0.28105,0.025709,0.25284,0.22123,0.43268,0.30292,0.30292,0.27154,0.08207,0.2725,0.19009,0.15451,-0.14412,0.068024,0.12901,0.10065,0.19505,0.057155,0.47692,0.096318,-0.071987,0.0017443,0.029527,0.04646,0.15699,0.29153,0.2141,-0.018565,0.3633,0.16117,0.22467,0.045587,0.087725,0.26652,0.088178,0.024466,1.0644,-0.083566,0.23434
87.831,-1.9483,0.15219,1,0.070683,0.017886,0.38185,0.036629,0.23635,0.095096,0.46452,0.30521,0.40484,0.26359,0.31176,0.48532,0.24508,0.13657,0.06239,0.057808,0.13887,0.16664,0.2704,0.016301,0.2543,0.20482,0.45012,0.31156,0.31156,0.28656,0.10591,0.24765,0.19271,0.12848,0.021122,0.047682,0.087884,0.10435,0.16706,0.045472,0.50892,0.070664,0.22322,-0.023884,0.047655,0.058751,0.10994,0.27618,0.25577,0.21689,0.38045,0.16488,0.2002,0.090602,0.098429,0.22141,0.1569,0.0188,0.96498,-0.053775,0.30197
87.998,-1.9566,0.14308,1,0.073659,0.030929,0.32857,0.032011,0.23254,0.11019,0.5437,0.44988,0.36955,0.41662,0.27309,0.54438,0.19274,0.14089,0.036934,0.077522,0.12242,0.23468,0.25972,0.016752,0.24032,0.1884,0.33663,0.28936,0.28936,0.28593,0.12762,0.27884,0.23208,0.11776,0.21986,0.040992,0.044235,0.13572,0.14537,0.019729,0.52126,0.094987,0.5256,-0.024822,0.065565,0.041461,0.072412,0.25165,0.29743,0.474,0.42529,0.17123,0.18355,0.14808,0.13284,0.19373,0.22563,0.010658,0.89193,0.013534,0.44475
88.162,-1.961,0.13627,1,0.18155,0.053317,0.26573,0.051749,0.17087,0.13156,0.60706,0.49465,0.31443,0.50987,0.25589,0.55839,0.12471,0.15179,0.0096257,0.10249,0.084537,0.30904,0.25952,0.09745,0.17132,0.19523,0.2123,0.26334,0.26334,0.3206,0.12817,0.26333,0.19609,0.14209,0.21724,0.027001,0.0061467,0.16709,0.13112,-0.0060148,0.45249,0.1273,0.61115,-0.019919,0.08193,0.02449,0.034581,0.20489,0.27041,0.67284,0.40603,0.18151,0.17628,0.20061,0.18066,0.19087,0.26868,0.004853,0.82519,0.075963,0.65804
88.332,-1.977,0.12683,1,0.28531,0.087001,0.20024,0.056899,0.081752,0.17557,0.66055,0.50581,0.2593,0.50504,0.28849,0.51616,0.040419,0.13263,-0.025361,0.14633,0.034488,0.37994,0.24889,0.17815,0.10232,0.20072,0.11197,0.22271,0.22271,0.34889,0.12157,0.2649,0.2097,0.16908,0.21463,0.015913,-0.0097444,0.21721,0.11686,-0.019415,0.4231,0.14205,0.69408,-0.0088827,0.094066,0.045347,-0.0059583,0.16036,0.2434,0.84539,0.43397,0.22272,0.169,0.25748,0.22607,0.20216,0.27485,-0.011344,0.71122,0.12097,0.878
88.497,-1.9925,0.11719,1,0.36743,0.12578,0.13132,0.058981,-0.0077674,0.23389,0.7014,0.40077,0.23131,0.47476,0.35621,0.4087,-0.040878,0.12172,-0.034439,0.18589,-0.010603,0.43219,0.22468,0.2349,0.040351,0.21513,0.04768,0.17336,0.17336,0.36524,0.10418,0.25677,0.19034,0.19323,0.22757,0.0049013,-0.025635,0.2037,0.10305,-0.024819,0.34488,0.14896,0.84348,0.008661,0.10031,0.066369,-0.043663,0.093545,0.17072,0.99064,0.40373,0.25574,0.15978,0.3066,0.26601,0.20789,0.23896,-0.003429,0.59324,0.14489,1.2021
88.667,-2.0053,0.10796,1,0.41981,0.14217,0.083035,0.091964,-0.069219,0.30255,0.63983,0.29572,0.19526,0.32695,0.37949,0.30124,-0.10102,0.092608,-0.036336,0.19665,-0.046829,0.44062,0.19676,0.26198,-0.018559,0.27111,0.019008,0.099953,0.099953,0.3638,0.090678,0.27602,0.17097,0.21579,0.075739,-0.0061109,-0.011858,0.23101,0.10824,-0.0082109,0.27803,0.1675,0.70699,0.035225,0.10955,0.087391,-0.057977,0.027179,0.094772,0.90487,0.36394,0.20723,0.16012,0.29495,0.26338,0.22731,0.19127,-0.016138,0.52995,0.1513,1.6156
88.833,-2.0186,0.11439,1,0.4722,0.12014,0.04478,0.11817,-0.12138,0.34847,0.56544,0.19434,0.21838,0.17001,0.40204,0.19378,-0.12878,0.081697,-0.033768,0.18717,-0.064798,0.38612,0.17202,0.29663,-0.053116,0.3298,0.041496,0.056268,0.056268,0.37801,0.079892,0.284,0.1428,0.22279,-0.042728,-0.017123,0.0044462,0.19779,0.12052,0.026546,0.19469,0.15611,0.57491,0.058161,0.11879,0.11879,-0.069022,-0.031389,-0.017754,0.78612,0.30181,0.15603,0.15373,0.26837,0.25383,0.24612,0.26718,0.00085797,0.44842,0.12627,1.9217
88.999,-2.0351,0.11603,1,0.41145,0.073031,0.016079,0.12679,-0.081031,0.38811,0.45432,0.173,0.24067,0.085793,0.44403,0.090395,-0.13749,0.05957,-0.02167,0.17768,-0.051591,0.28004,0.14728,0.28026,-0.047911,0.36644,0.043517,0.014905,0.014905,0.36871,0.057306,0.25037,0.27449,0.21142,0.071521,-0.0097424,0.022584,0.16501,0.12744,0.061303,0.12588,0.14472,0.57663,0.079331,0.11814,0.119,-0.077055,-0.055824,-0.040277,0.704,0.24826,0.23413,0.1491,0.22813,0.2439,0.23692,0.35284,-0.0076562,0.44117,0.098632,2.1493
89.164,-2.0413,0.124,1,0.36073,0.0013573,-0.012506,0.13314,-0.04068,0.40445,0.35926,0.14829,0.28633,0.073448,0.48603,0.043259,-0.13067,0.083425,-0.0059018,0.15989,-0.034941,0.1664,0.13757,0.29305,-0.042706,0.40762,0.021538,-0.0060056,-0.0060056,0.35915,0.075249,0.23344,0.43194,0.16094,0.18577,-0.0013359,0.026969,0.11349,0.1316,0.11067,0.059115,0.1585,0.62644,0.097919,0.1097,0.11257,-0.057935,-0.075104,-0.062801,0.67103,0.2088,0.31223,0.1525,0.16062,0.23675,0.20495,0.35145,0.00934,0.47493,0.088411,2.2792
89.334,-2.0517,0.10371,1,0.31978,-0.078054,-0.013014,0.14888,-0.0078144,0.41429,0.26627,0.088657,0.34964,0.059253,0.46051,0.027181,-0.12822,0.10128,0.026559,0.14638,-0.013589,0.059725,0.16234,0.32416,-0.043505,0.43434,0.010636,-0.019272,-0.019272,0.34431,0.12987,0.21651,0.46899,0.14001,0.164,0.0048584,0.018081,0.11394,0.13568,0.15412,0.011075,0.18057,0.59592,0.11794,0.10101,0.11659,-0.030316,-0.071544,-0.035725,0.57299,0.18581,0.27962,0.20829,0.093116,0.2047,0.18451,0.36303,0.02016,0.519,0.086442,2.2857
89.499,-2.0666,0.10215,1,0.30701,-0.16011,-0.01569,0.17087,-0.0030169,0.41304,0.31826,0.092376,0.41295,0.045059,0.43844,0.018117,-0.12606,0.11961,0.070955,0.1473,-0.0011015,-0.030811,0.19082,0.35528,-0.010739,0.4374,0.041715,-0.0084772,-0.0084772,0.35914,0.19906,0.20964,0.50603,0.11925,0.10316,0.011053,0.0066432,0.055654,0.12194,0.176,0.018149,0.17691,0.60977,0.12751,0.089516,0.16213,0.0053355,-0.072145,-0.0095379,0.46323,0.17995,0.24413,0.24841,0.062988,0.17516,0.16839,0.39032,0.052274,0.58634,0.10447,2.188
89.665,-2.085,0.10672,1,0.28006,-0.19592,-0.022845,0.19963,0.004599,0.41429,0.37429,0.13364,0.45279,0.056328,0.37085,0.0090534,-0.11531,0.12448,0.12662,0.14898,0.0048112,-0.098282,0.22243,0.37327,0.03359,0.43777,0.073543,0.0023173,0.0023173,0.37397,0.25368,0.20278,0.5501,0.10952,0.0089558,0.021546,-0.0078198,0.033863,0.098767,0.18403,0.095821,0.1336,0.61921,0.14339,0.084626,0.22687,0.040859,-0.078629,0.092657,0.37656,0.18749,0.22209,0.26561,0.07253,0.13184,0.14323,0.30125,0.05716,0.70354,0.15672,2.1627
89.834,-2.1024,0.10359,1,0.24656,-0.21978,-0.029279,0.22162,0.031227,0.42107,0.55485,0.14339,0.43872,0.052747,0.29427,0.043716,-0.10112,0.12982,0.18228,0.11481,0.0033158,-0.11807,0.25924,0.38581,0.079746,0.43694,0.15001,0.021771,0.021771,0.37171,0.33407,0.24762,0.4343,0.086259,-0.11454,0.033312,-0.023748,-0.0021873,0.06747,0.18941,0.19903,0.06951,0.57842,0.15518,0.086222,0.29881,0.076383,-0.089827,0.18749,0.28624,0.19911,0.066826,0.25356,0.095647,0.088909,0.13093,0.20493,0.077193,0.78318,0.21158,2.1452
90,-2.1143,0.098565,1,0.20302,-0.23302,-0.016316,0.23361,0.070006,0.43135,0.73978,0.1565,0.40126,0.075374,0.2177,0.14737,-0.082733,0.15298,0.18017,0.093398,-0.00023448,-0.13032,0.29204,0.3329,0.12624,0.40318,0.17521,0.033928,0.033928,0.37609,0.35726,0.29516,0.32143,0.10212,-0.20544,0.033173,-0.039676,-0.038237,0.028281,0.16717,0.30224,0.0054202,0.47212,0.16454,0.11164,0.33955,0.077894,-0.079197,0.30026,0.1656,0.16429,-0.086023,0.24024,0.18281,0.058353,0.11788,0.21766,0.10903,0.87899,0.2232,2.0477
90.165,-2.132,0.095927,1,0.18082,-0.24361,0.015479,0.22457,0.1417,0.42206,0.88491,0.20933,0.32428,0.084791,0.20863,0.29193,0.014832,0.17615,0.14168,0.074539,0.00046255,-0.11708,0.29784,0.27636,0.17705,0.37499,0.18933,0.07444,0.07444,0.38286,0.35254,0.44044,0.36569,0.10763,-0.19368,0.023715,-0.028214,-0.029077,-0.012912,0.14286,0.41977,-0.040254,0.36426,0.17245,0.14755,0.33186,0.070907,-0.012427,0.38992,0.10993,0.11299,-0.11997,0.21123,0.2345,0.089589,0.11008,0.2265,0.13666,0.9748,0.22184,1.8302
